AverageReturn,MaxReturn,Time,NumTrajs,Entropy,MinReturn,TotalExecTime,LossBefore,MeanKL,StdReturn,Perplexity,ExplainedVariance,ItrTime,AveragePolicyStd,LossAfter,MaxKL
0.0,0.0,10.83896517753601,20,2.45436,0.0,10.75507640838623,-0.0,0.0,0.0,11.639,1,10.838968276977539,0.827472,-0.0,0.0
0.0,0.0,21.417617082595825,20,2.45436,0.0,10.504486799240112,-0.0,0.0,0.0,11.639,1,10.57533574104309,0.827472,-0.0,0.0
0.0,0.0,31.64572024345398,20,2.45436,0.0,10.165529727935791,-0.0,0.0,0.0,11.639,1,10.223845720291138,0.827472,-0.0,0.0
0.0,0.0,42.21744775772095,20,2.45436,0.0,10.509467363357544,-0.0,0.0,0.0,11.639,1,10.559281826019287,0.827472,-0.0,0.0
0.0,0.0,52.726725578308105,20,2.45436,0.0,10.432998657226562,-0.0,0.0,0.0,11.639,1,10.502244234085083,0.827472,-0.0,0.0
0.0,0.0,63.11085367202759,20,2.45436,0.0,10.323530673980713,-0.0,0.0,0.0,11.639,1,10.380582809448242,0.827472,-0.0,0.0
0.0,0.0,73.84956693649292,20,2.45436,0.0,10.676704168319702,-0.0,0.0,0.0,11.639,1,10.720870733261108,0.827472,-0.0,0.0
