AverageReturn,LossAfter,StdReturn,ItrTime,MinReturn,ExplainedVariance,Time,TotalExecTime,MaxKL,LossBefore,Entropy,AveragePolicyStd,NumTrajs,Perplexity,MaxReturn,MeanKL
20140.0,-0.0675163,1325.66964211,7.947119235992432,17100.0,0.937325187342,7.947116136550903,7.899825572967529,0.923277,-0.0301241,2.74043,0.95435,20,15.4937,21700.0,0.225476
19225.0,-0.0362355,1710.22659317,4.71584939956665,13700.0,0.895626876344,12.668595314025879,4.678241491317749,0.4039,-0.00354755,2.71031,0.940755,20,15.0339,21600.0,0.108259
20460.0,-0.0491893,1133.31372532,4.744244337081909,17300.0,0.949787183496,17.4153835773468,4.704042673110962,0.597144,-0.0108002,2.70853,0.940219,20,15.0073,21700.0,0.140883
20015.0,-0.022789,4623.44838838,4.85257887840271,0.0,0.836118483665,22.272041082382202,4.789997339248657,0.183715,-0.010332,2.70313,0.93823,20,14.9264,21700.0,0.0472912
20970.0,-0.0326479,751.731334986,4.861853122711182,19400.0,0.978940246815,27.14537811279297,4.821893930435181,0.192354,-0.0191302,2.69797,0.93584,20,14.8495,21800.0,0.0445162
20935.0,-0.0233444,544.311491703,4.626798629760742,19700.0,0.986576828236,31.776488780975342,4.5855066776275635,0.392215,-0.0130203,2.6884,0.931255,20,14.7082,21800.0,0.028832
21020.0,-0.0467575,705.407683542,4.945103406906128,19300.0,0.983719773736,36.73091769218445,4.902766227722168,0.508993,-0.0208841,2.68189,0.928326,20,14.6127,22100.0,0.0613586
