AveragePolicyStd,Entropy,LossAfter,NumTrajs,StdReturn,LossBefore,MinReturn,Time,AverageReturn,Perplexity,MaxReturn,MaxKL,MeanKL,ExplainedVariance,TotalExecTime,ItrTime
0.82843,2.4367,-0.109846,40,153.27671056,0.00491337,0.0,4.07945442199707,127.5,11.4353,400.0,5.37676,0.88031,0.227259234573,4.026273727416992,4.07945442199707
0.829102,2.44162,-0.0265029,40,402.988833592,-0.012437,0.0,7.950147867202759,910.0,11.4916,1400.0,0.178942,0.0360631,0.527758314294,3.8277108669281006,3.8672590255737305
0.82647,2.4354,-0.0767945,40,412.424235466,-0.0406811,0.0,11.6318838596344,1012.5,11.4204,1500.0,0.465105,0.107053,0.66378884478,3.6361641883850098,3.676260471343994
0.819011,2.41506,-0.0349233,40,247.941525364,-0.00785163,300.0,15.215780973434448,1345.0,11.1904,1700.0,0.686325,0.118626,0.810164533806,3.527442455291748,3.579620599746704
0.817321,2.41113,-0.0339014,40,119.137525574,-0.0159828,1000.0,19.09631371498108,1407.5,11.1466,1600.0,0.272123,0.0859054,0.934674254707,3.8319718837738037,3.871798276901245
0.813315,2.40314,-0.0118399,40,198.981783086,0.00547432,900.0,23.494102954864502,1412.5,11.0578,1800.0,0.43603,0.0835135,0.871172793064,4.353814125061035,4.3893043994903564
0.814958,2.40588,-0.0231041,40,112.666543392,0.000924347,900.0,27.598766326904297,1432.5,11.0882,1600.0,0.755902,0.151137,0.938299485467,4.071699619293213,4.101454734802246
