Entropy,MaxKL,LossBefore,MeanKL,AveragePolicyStd,Perplexity,MaxReturn,ItrTime,StdReturn,AverageReturn,Time,ExplainedVariance,TotalExecTime,LossAfter,NumTrajs,MinReturn
2.5608,0.0,-0.0,0.0,0.870797,12.9461,0.0,32.711060762405396,0.0,0.0,32.71105360984802,1,32.37128210067749,-0.0,20,0.0
2.5608,0.0,-0.0,0.0,0.870797,12.9461,0.0,30.951317071914673,0.0,0.0,63.666377544403076,1,30.667759656906128,-0.0,20,0.0
2.5608,0.0,-0.0,0.0,0.870797,12.9461,0.0,32.18850779533386,0.0,0.0,95.85935568809509,1,32.02755069732666,-0.0,20,0.0
2.5608,0.0,-0.0,0.0,0.870797,12.9461,0.0,33.84534811973572,0.0,0.0,129.73047256469727,1,33.56927132606506,-0.0,20,0.0
2.5608,0.0,-0.0,0.0,0.870797,12.9461,0.0,32.357805252075195,0.0,0.0,162.10331678390503,1,32.16964888572693,-0.0,20,0.0
2.5608,0.0,-0.0,0.0,0.870797,12.9461,0.0,34.27902317047119,0.0,0.0,196.39659762382507,1,34.06991672515869,-0.0,20,0.0
2.5608,0.0,-0.0,0.0,0.870797,12.9461,0.0,34.108389377593994,0.0,0.0,230.52942848205566,1,33.96032476425171,-0.0,20,0.0
