MeanKL,AveragePolicyStd,MaxKL,LossAfter,MaxReturn,LossBefore,TotalExecTime,Perplexity,NumTrajs,MinReturn,AverageReturn,StdReturn,ExplainedVariance,Entropy,ItrTime,Time
0.95834,0.982009,32.4761,-0.102431,800.0,0.032743,7.032021522521973,16.3558,40,0.0,325.0,241.609188567,0.167899837744,2.79458,7.21648383140564,7.216478586196899
0.13389,0.998371,14.1359,-0.0336941,4900.0,-0.00119745,7.21461033821106,16.9002,40,1100.0,2330.0,880.397637434,0.454247479069,2.82733,7.267242670059204,14.493803977966309
0.0779245,0.998053,6.5948,-0.0524891,4800.0,-0.0251493,8.286996603012085,16.8901,40,400.0,2747.5,1112.20220733,0.523692375734,2.82673,8.32460331916809,22.824469566345215
0.132388,0.99272,14.4036,-0.0947675,5700.0,-0.0501661,6.949700832366943,16.679,40,1100.0,2890.0,1041.34528376,0.528719185254,2.81415,6.9837095737457275,29.813349723815918
0.316891,0.980308,98.478,-0.0973891,5700.0,-0.0163996,7.163998126983643,16.2659,40,400.0,2842.5,1393.17757303,0.573705954913,2.78907,7.213274717330933,37.0304479598999
0.0336692,0.97613,0.345456,-0.04644,5900.0,-0.0278303,7.435189485549927,16.133,40,0.0,3022.5,1433.96086069,0.519376572143,2.78087,7.564314603805542,44.5986762046814
0.114174,0.969064,10.1946,-0.0693389,5500.0,-0.0335974,7.6396894454956055,15.9101,40,500.0,3167.5,1128.58041362,0.628170220569,2.76696,7.702229976654053,52.31540489196777
