MaxKL,MinReturn,MeanKL,LossAfter,AveragePolicyStd,TotalExecTime,ItrTime,NumTrajs,Perplexity,LossBefore,ExplainedVariance,MaxReturn,Time,AverageReturn,Entropy,StdReturn
2.09847,0.0,0.0570835,-0.0186079,0.930467,11.909512519836426,12.001885175704956,20,14.777,0.00515111,0.103527338541,300.0,12.00188136100769,20.0,2.69307,67.8232998313
0.0,0.0,0.0,-0.0,0.932869,11.542054653167725,11.603313684463501,20,14.8533,-0.0,1,0.0,23.61003351211548,0.0,2.69822,0.0
0.098475,0.0,0.00977811,0.0146266,0.932869,10.496896743774414,10.537144184112549,20,14.8533,0.0226583,0.0399330428044,400.0,34.159454107284546,20.0,2.69822,87.1779788708
0.923081,0.0,0.0689891,-0.0426309,0.938138,11.788026094436646,11.823378801345825,20,15.0226,-0.0167945,0.0837461395238,900.0,45.98964476585388,65.0,2.70955,200.686322404
0.800545,0.0,0.0478923,-0.011743,0.93416,11.694430112838745,11.758836269378662,20,14.897,0.00846621,0.520402146229,1700.0,57.76325297355652,790.0,2.70116,553.082272361
0.355217,0.0,0.0237011,0.00149684,0.936067,11.568170070648193,11.62349820137024,20,14.9601,0.0098966,0.81599301975,2200.0,69.3935067653656,1305.0,2.70539,393.033077488
0.282031,1000.0,0.0268377,0.00430732,0.938347,11.549829483032227,11.60729193687439,20,15.0344,0.0172915,0.891714232328,1600.0,81.01255631446838,1270.0,2.71034,148.660687473
