MinReturn,ExplainedVariance,TotalExecTime,NumTrajs,AverageReturn,LossBefore,Perplexity,MaxReturn,StdReturn,Entropy,MeanKL,Time,ItrTime,LossAfter,MaxKL,AveragePolicyStd
0.0,0.647701995813,11.325034618377686,20,955.0,0.0147738,14.1457,1700.0,435.287261472,2.64941,0.234579,11.424416303634644,11.424422979354858,-0.0229148,2.61054,0.917354
0.0,0.471566941935,11.472606182098389,20,600.0,0.00700752,14.3563,1600.0,579.655069848,2.66419,0.0396959,22.988722324371338,11.56001877784729,-0.00921072,0.293664,0.925168
900.0,0.770773273394,11.503636598587036,20,1170.0,0.0142556,14.4067,2400.0,343.656805549,2.66769,0.0177928,34.55639863014221,11.557305812835693,0.00348228,0.30561,0.927056
0.0,0.726341654561,11.481214046478271,20,965.0,-0.0113246,14.5097,1700.0,399.092721056,2.67482,0.0101032,46.09821915626526,11.528449296951294,-0.0190078,0.127207,0.930735
0.0,0.784582381316,11.798776149749756,20,1135.0,0.00113342,14.4278,1800.0,367.797498632,2.66916,0.0400698,58.008612871170044,11.902673959732056,-0.0127795,0.235991,0.92849
900.0,0.8578555241,11.86421799659729,20,1115.0,0.013448,14.436,1500.0,176.847391838,2.66972,0.00910929,69.9770359992981,11.963023900985718,0.00489959,0.150781,0.928643
900.0,0.864044505189,10.712019681930542,20,1135.0,-0.00771175,14.5334,1600.0,193.067345763,2.67645,0.0420945,80.79649543762207,10.810686826705933,-0.0218104,0.790912,0.931373
