Entropy,LossAfter,ExplainedVariance,ItrTime,MeanKL,AverageReturn,MaxReturn,TotalExecTime,AveragePolicyStd,NumTrajs,MaxKL,StdReturn,LossBefore,Time,Perplexity,MinReturn
2.8392,-0.240538,0.0566097839896,11.724705457687378,0.795895,15.0,300.0,11.617593050003052,1.00066,20,128.248,65.3834841531,-6.97654e-05,11.724696636199951,17.1021,0.0
2.83913,-0.00518449,0.171114997997,11.646282196044922,0.00638111,10.0,200.0,11.474852800369263,1.00063,20,0.887252,43.5889894354,-0.00140781,23.374752044677734,17.1009,0.0
2.83843,0.320425,0.300426740417,10.533799171447754,4.70467,75.0,1000.0,10.417782068252563,1.00028,20,278.775,238.484800354,-0.00853934,33.9151029586792,17.0889,0.0
2.83416,0.0237336,0.408080446129,10.849203109741211,0.11523,70.0,900.0,10.784381628036499,0.998147,20,21.9588,205.182845287,-0.00790091,44.770578145980835,17.0161,0.0
2.83021,39.5514,0.25577752718,10.557904958724976,200.802,90.0,1700.0,10.470705509185791,0.99618,20,12536.1,370.0,0.0021128,55.35697031021118,16.949,0.0
2.83126,-0.00668129,0.280071018359,10.606040000915527,0.00282308,45.0,700.0,10.552994728088379,0.996701,20,0.0360201,156.444878472,-0.00141881,65.96662926673889,16.9669,0.0
2.83055,-0.0,1,10.587560653686523,0.0,0.0,0.0,10.502176761627197,0.99635,20,0.0,0.0,-0.0,76.58018493652344,16.9549,0.0
