Perplexity,MaxKL,NumTrajs,LossAfter,AverageReturn,MaxReturn,AveragePolicyStd,MinReturn,ExplainedVariance,Entropy,MeanKL,ItrTime,StdReturn,LossBefore,TotalExecTime,Time
11.0609,0.0,40,-0.0,0.0,0.0,0.805297,0.0,1,2.40341,0.0,4.689457178115845,0.0,-0.0,4.641651153564453,4.689454793930054
11.0609,1.73427,40,-0.00703263,10.0,200.0,0.805297,0.0,0.0317030765426,2.40341,0.105474,4.543893575668335,43.5889894354,0.0247403,4.48628044128418,9.236396789550781
11.1985,2.30499,40,-0.0233918,42.5,600.0,0.810082,0.0,0.150142738569,2.41578,0.0763301,4.694827079772949,133.954283246,0.00924832,4.648669242858887,13.939427614212036
11.2504,2.61206,40,-0.00434791,125.0,1000.0,0.811958,0.0,0.21370451556,2.42041,0.0525361,4.555341482162476,232.109887769,0.0245943,4.522826910018921,18.50170636177063
11.3896,0.624655,40,-0.047297,425.0,2100.0,0.816898,0.0,0.310656613563,2.4327,0.0452634,4.652575254440308,553.511517495,-0.0229099,4.617718458175659,23.159160614013672
11.2599,7.75018,40,0.00332961,457.5,2500.0,0.812361,0.0,0.269934206894,2.42125,0.0206602,4.547135829925537,595.351786761,0.0163994,4.496337175369263,27.71031904220581
11.3526,4.37747,40,-0.0368419,320.0,1200.0,0.815922,0.0,0.269724680423,2.42945,0.153357,5.058417558670044,308.382878902,0.012639,4.997814893722534,32.77324867248535
