Perplexity,Entropy,MeanKL,LossBefore,NumTrajs,MinReturn,ItrTime,MaxReturn,AverageReturn,LossAfter,MaxKL,AveragePolicyStd,TotalExecTime,StdReturn,Time,ExplainedVariance
14.1457,2.64941,0.837191,-0.00205209,20,7600.0,11.332538604736328,19000.0,12995.0,-0.112056,2.65638,0.917354,11.221858978271484,3200.85535443,11.332535743713379,0.521089400401
14.1167,2.64736,0.241288,-0.0207113,20,10200.0,11.951705932617188,19000.0,14520.0,-0.0778483,0.558667,0.915727,11.78629755973816,2365.50206087,23.287471532821655,0.737712823662
13.9713,2.63701,0.00944251,-0.0164321,20,20100.0,11.66044569015503,21600.0,20900.0,-0.0233455,0.0968356,0.911389,11.525436401367188,427.784992724,34.95792484283447,0.988193113944
13.857,2.62879,0.0086485,-0.00773271,20,19600.0,11.959055423736572,21700.0,20910.0,-0.0117724,0.0523883,0.907325,11.891463279724121,532.82267219,46.91972374916077,0.986583233792
13.8035,2.62492,0.0307105,-0.0124218,20,20200.0,11.99927806854248,21700.0,21125.0,-0.0219526,0.114459,0.906336,11.900253057479858,433.445498304,58.941936016082764,0.989810386758
13.7181,2.61871,0.00770934,-0.0223277,20,21100.0,11.561036348342896,21900.0,21615.0,-0.0285509,0.138451,0.903559,11.510008096694946,215.116247643,70.50655221939087,0.992498216544
13.5658,2.60755,0.0476649,-0.000600494,20,20200.0,11.37204885482788,21800.0,21205.0,-0.0151933,0.508519,0.899,11.305622577667236,447.744346698,81.89304971694946,0.988713078556
