MinReturn,LossBefore,ItrTime,TotalExecTime,Perplexity,ExplainedVariance,NumTrajs,StdReturn,LossAfter,Entropy,Time,AveragePolicyStd,MaxKL,MaxReturn,AverageReturn,MeanKL
0.0,0.00576126,6.491831541061401,6.435945749282837,15.3903,0.403976890258,20,621.28898268,-0.0201732,2.73374,6.491824388504028,0.949513,1.91026,1700.0,600.0,0.0706463
600.0,0.00957566,6.504329442977905,6.459637403488159,15.4792,0.666419026441,20,857.015169061,-0.0038742,2.7395,13.000750064849854,0.952062,0.23866,4400.0,1905.0,0.0329233
0.0,0.00416489,6.697448968887329,6.64815878868103,15.5535,0.393023721907,20,1833.27575667,-0.015557,2.74429,19.7019202709198,0.954421,0.842715,7500.0,2690.0,0.0760356
0.0,-0.0137039,7.0867390632629395,7.045855522155762,15.5859,0.580854229697,20,6558.87757166,-0.020566,2.74637,26.79489755630493,0.95544,0.125927,22400.0,4975.0,0.0234539
0.0,0.00236964,7.105260133743286,7.076651096343994,15.4795,0.537300021229,20,8126.67675006,-0.00881657,2.73952,33.904919147491455,0.952246,0.292256,21800.0,8025.0,0.03763
0.0,-0.00984776,7.141524791717529,7.100383043289185,15.4979,0.676941289995,20,8664.26425036,-0.0188369,2.7407,41.050026178359985,0.952896,0.121668,22900.0,10155.0,0.0255876
0.0,0.0139041,7.224102973937988,7.186918497085571,15.4218,0.78654369315,20,7662.00202297,-0.017961,2.73578,48.28097319602966,0.950599,0.26063,22700.0,15185.0,0.070107
