AveragePolicyStd,MinReturn,MeanKL,AverageReturn,Entropy,LossBefore,TotalExecTime,ItrTime,Time,StdReturn,MaxReturn,ExplainedVariance,Perplexity,LossAfter,MaxKL,NumTrajs
0.956152,0.0,0.00664601,300.0,2.7481,-0.0196833,22.355611085891724,22.544620037078857,22.5446138381958,1002.99551345,4400.0,0.309444699222,15.613,-0.0256852,0.0664792,20
0.946781,0.0,0.00921402,845.0,2.72842,-0.0175328,26.04152202606201,26.206106424331665,48.75696015357971,2041.43944314,6900.0,0.496921234923,15.3087,-0.0225053,0.093935,20
0.942625,0.0,0.00161023,2685.0,2.71965,-0.00759976,24.10385751724243,24.154895782470703,72.91640210151672,4788.03456546,15200.0,0.502927119714,15.1751,-0.0092892,0.0128827,20
0.940825,0.0,0.0461526,6950.0,2.71585,-0.00675793,24.146251916885376,24.202284336090088,97.12392282485962,9043.31244622,21500.0,0.688863470442,15.1175,-0.0226222,0.352143,20
0.93923,0.0,0.132539,2185.0,2.71248,-0.0116754,23.421361923217773,23.639703035354614,120.78262829780579,3706.24810287,10800.0,0.500866313846,15.0665,-0.0386593,0.791959,20
0.936499,0.0,0.0135826,1680.0,2.70664,-0.00086917,23.21026635169983,23.307494640350342,144.09876942634583,4938.98775054,20400.0,0.3472407968,14.9788,-0.00800013,0.106534,20
0.936297,0.0,0.00356666,440.0,2.7062,-0.000916012,22.958060026168823,23.098374843597412,167.2026584148407,1607.29586573,7300.0,0.711038594491,14.9723,-0.00501007,0.0786591,20
