0Entropy,dLoss,1StdReturn,1MinReturn,0ProcessExecTime,1ProcessExecTime,1Entropy,0StdReturn,ComputeUpdatedDistTime,LossBefore,1ExplainedVariance,0ExplainedVariance,0MinReturn,0AveragePolicyStd,1AveragePolicyStd,0AverageReturn,1NumTrajs,Time,1Perplexity,0Perplexity,MeanKLBefore,1MaxReturn,ItrTime,0NumTrajs,1PolicyExecTime,1EnvExecTime,1AverageReturn,0MaxReturn,LossAfter,0PolicyExecTime,0EnvExecTime,MeanKL
2.18233,0.00127417992917,10259.0591065,0.0,1.5922741889953613,1.6151280403137207,2.18094,2063.29213576,0.14689087867736816,1.0768417269e-09,0.336980267271,0.0414853105952,0.0,0.725944,0.725518,1163.25,400,10595.199129581451,8.8546,8.86692,0.0,24100.0,255.0060842037201,400,95.62492370605469,41.20520377159119,5922.5,6100.0,-0.00127417885233,69.23057961463928,39.341246366500854,0.00669681373984
2.18298,0.00517892383505,4095.72261634,0.0,1.5993304252624512,1.589719533920288,2.18168,2092.49701314,0.11954355239868164,-3.14321368933e-09,0.11898378148,0.0429614887744,0.0,0.72876,0.728278,1187.5,400,10851.803456306458,8.86114,8.8727,0.0,14400.0,255.0802891254425,400,95.40415143966675,40.773438692092896,2297.5,6300.0,-0.00517892697826,69.91613602638245,39.61437368392944,0.00924205034971
2.14883,0.000871432595886,10234.1232038,0.0,1.587850570678711,1.6022748947143555,2.1476,2074.07660177,0.1246652603149414,1.2805685401e-09,0.34297699546,0.0421598729189,0.0,0.718091,0.717684,1177.5,400,11109.321026563644,8.56431,8.57484,0.0,23900.0,256.39283442497253,400,95.5800096988678,40.89419460296631,5908.5,6100.0,-0.000871431315318,70.27215528488159,39.377995014190674,0.00927986949682
2.15396,0.00119204295333,10293.8987269,0.0,1.649477243423462,1.5979723930358887,2.15191,2109.44062491,0.1400907039642334,-1.04773789644e-09,0.347114632907,0.0422195509449,0.0,0.721651,0.72086,1189.5,400,11376.136679887772,8.6013,8.61892,-3.72529118664e-09,24100.0,265.2969174385071,400,95.71433782577515,40.96897912025452,5943.0,6300.0,-0.00119204400107,78.66175198554993,39.919291496276855,0.00983670353889
2.14293,0.00119121745229,10292.7445289,0.0,1.5820417404174805,1.6142606735229492,2.13928,2094.62644343,0.12023162841796875,4.65661287308e-10,0.347469447102,0.0420537930724,0.0,0.716778,0.715561,1182.25,400,11632.625316381454,8.49329,8.5244,-3.72529163073e-09,24200.0,255.41370606422424,400,95.1930341720581,41.39177703857422,5942.25,6200.0,-0.00119121698663,69.38963484764099,39.59304976463318,0.00689881993458
2.20238,0.00130414875457,10288.7292704,0.0,1.6254863739013672,1.5519826412200928,2.19783,2064.99370459,0.12011599540710449,-4.07453626394e-10,0.358407514359,0.0394453935978,0.0,0.739964,0.73827,1151.0,400,11887.658123254776,9.00546,9.0465,3.72529163073e-09,24100.0,253.94875645637512,400,95.16672348976135,40.7428834438324,5940.0,6800.0,-0.00130414916202,68.78200173377991,39.65144872665405,0.00894076563418
2.18176,0.0012786561856,10276.2105096,0.0,1.6092584133148193,1.5607573986053467,2.18052,2155.65094577,0.14132142066955566,9.31322574615e-10,0.353179921778,0.0416347471057,0.0,0.732249,0.731828,1213.0,400,12144.191165685654,8.85094,8.86188,0.0,24300.0,254.96465277671814,400,94.6663031578064,40.69323945045471,5932.75,6300.0,-0.00127865525428,69.48781394958496,39.718690156936646,0.00647671800107
2.1716,0.00142808351666,10296.6533277,0.0,1.5948286056518555,1.610407829284668,2.16879,2163.2431671,0.14678144454956055,-2.32830643654e-10,0.333347113592,0.0416333041699,0.0,0.727723,0.726719,1227.0,400,12400.322957515717,8.7477,8.77235,0.0,24300.0,255.06379961967468,400,95.5483660697937,40.7955105304718,5944.5,6200.0,-0.00142808374949,69.26917600631714,39.394388914108276,0.00919957645237
2.18341,-1.16415321827e-10,2654.31530719,0.0,1.6290392875671387,1.6077165603637695,2.17974,2164.59672919,0.12691807746887207,1.16415321827e-09,0.0683179105839,0.0494581227134,0.0,0.73029,0.729045,1239.0,400,12665.353811264038,8.844,8.87653,-3.72529118664e-09,10800.0,263.96865916252136,400,94.33393478393555,40.75571012496948,1510.5,6300.0,1.2805685401e-09,78.22683048248291,39.59923434257507,-3.72529118664e-09
2.18341,0.00338633795036,6858.02810125,0.0,1.6321277618408203,1.6095805168151855,2.17934,2130.07488131,0.11707091331481934,8.73114913702e-10,0.217113412741,0.0477907061182,0.0,0.73029,0.7288,1209.0,400,12921.112430095673,8.84048,8.87653,0.0,23300.0,254.19371676445007,400,94.93854999542236,40.64617466926575,3886.75,6400.0,-0.00338633707725,68.79036211967468,40.06825876235962,0.00514651788399
