MaxKL,Time,LossAfter,Perplexity,Entropy,AverageReturn,ExplainedVariance,StdReturn,MeanKL,MaxReturn,TotalExecTime,LossBefore,NumTrajs,ItrTime,MinReturn,AveragePolicyStd
0.896909,8.148650884628296,-0.0388076,17.1557,2.84233,575.0,0.0987716656322,656.410694611,0.298209,2200.0,8.07565951347351,0.00782092,20,8.148654460906982,0.0,1.00326
0.0,16.157825708389282,-0.0,17.2904,2.85015,0.0,1,0.0,0.0,0.0,7.842844486236572,-0.0,20,8.004946231842041,0.0,1.00741
0.0,24.13477349281311,-0.0,17.2904,2.85015,0.0,1,0.0,0.0,0.0,7.933683395385742,-0.0,20,7.973069190979004,0.0,1.00741
0.0,32.04230093955994,-0.0,17.2904,2.85015,0.0,1,0.0,0.0,0.0,7.8615899085998535,-0.0,20,7.9050867557525635,0.0,1.00741
0.0,40.003618240356445,-0.0,17.2904,2.85015,0.0,1,0.0,0.0,0.0,7.914091348648071,-0.0,20,7.957574844360352,0.0,1.00741
0.0,48.023781299591064,-0.0,17.2904,2.85015,0.0,1,0.0,0.0,0.0,7.964657306671143,-0.0,20,8.016461372375488,0.0,1.00741
0.0,56.01888823509216,-0.0,17.2904,2.85015,0.0,1,0.0,0.0,0.0,7.9379496574401855,-0.0,20,7.98869776725769,0.0,1.00741
