MaxReturn,Entropy,MinReturn,ExplainedVariance,AveragePolicyStd,Time,ItrTime,AverageReturn,StdReturn,TotalExecTime,LossBefore,MeanKL,MaxKL,NumTrajs,Perplexity,LossAfter
900.0,2.79458,0.0,0.150363330907,0.982009,8.279669761657715,8.279676914215088,312.5,259.987980491,8.197939395904541,0.0040897,0.897162,74.3514,40,16.3558,-0.0701953
4300.0,2.79867,900.0,0.614134199752,0.983546,15.653856039047241,7.3671042919158936,2420.0,706.823881883,7.218376159667969,0.00701348,0.245432,49.142,40,16.4228,-0.0289115
4800.0,2.80218,300.0,0.533982018838,0.985512,23.713893175125122,8.05515432357788,2307.5,1087.74709836,7.938083648681641,-0.0019105,0.132831,5.43164,40,16.4805,-0.0351841
4600.0,2.80122,1000.0,0.600237965337,0.985862,31.4205162525177,7.70145320892334,2707.5,793.847434965,7.648965835571289,-0.0364917,0.130724,18.243,40,16.4648,-0.0697555
4700.0,2.78298,400.0,0.573067813592,0.976428,38.775147676467896,7.349073886871338,2852.5,1014.88607735,7.29076886177063,-0.0569515,0.157299,3.05886,40,16.1671,-0.112116
5800.0,2.7545,0.0,0.502633178065,0.962451,45.900524377822876,7.110293865203857,2372.5,1489.96434521,7.053379058837891,-0.0226271,0.178312,8.38914,40,15.7132,-0.0649997
5300.0,2.74319,400.0,0.634795787598,0.956769,53.303303956985474,7.395047187805176,3252.5,957.858940554,7.332670450210571,-0.0249699,0.139665,1.47667,40,15.5365,-0.0633059
