Perplexity,MaxReturn,MaxKL,NumTrajs,AveragePolicyStd,LossAfter,ItrTime,MeanKL,ExplainedVariance,AverageReturn,Entropy,LossBefore,StdReturn,MinReturn,Time,TotalExecTime
8.55682,0.0,0.0,20,0.708267,-0.0,1.642721176147461,0.0,1,0.0,2.14673,-0.0,0.0,0.0,1.642716646194458,1.5712902545928955
8.55682,0.0,0.0,20,0.708267,-0.0,1.0663690567016602,0.0,1,0.0,2.14673,-0.0,0.0,0.0,2.7152135372161865,1.0026979446411133
8.55682,0.0,0.0,20,0.708267,-0.0,1.0597355365753174,0.0,1,0.0,2.14673,-0.0,0.0,0.0,3.785534620285034,1.029966115951538
8.55682,0.0,0.0,20,0.708267,-0.0,0.9757997989654541,0.0,1,0.0,2.14673,-0.0,0.0,0.0,4.765996932983398,0.944943904876709
8.55682,0.0,0.0,20,0.708267,-0.0,1.0133774280548096,0.0,1,0.0,2.14673,-0.0,0.0,0.0,5.786606788635254,0.9756307601928711
8.55682,0.0,0.0,20,0.708267,-0.0,1.2180659770965576,0.0,1,0.0,2.14673,-0.0,0.0,0.0,7.011806964874268,1.1780288219451904
8.55682,0.0,0.0,20,0.708267,-0.0,1.1944465637207031,0.0,1,0.0,2.14673,-0.0,0.0,0.0,8.226378679275513,1.1454436779022217
