MaxKL,TotalExecTime,Entropy,StdReturn,ItrTime,AverageReturn,Perplexity,Time,LossBefore,AveragePolicyStd,MeanKL,ExplainedVariance,NumTrajs,LossAfter,MaxReturn,MinReturn
25.4916,4.924343109130859,2.79458,501.098792655,4.983086824417114,770.0,16.3558,4.983082056045532,0.0283457,0.982009,0.881034,0.288924364829,40,-0.0989654,2400.0,0.0
5.55113,5.109549283981323,2.82293,1038.01493246,5.2061145305633545,2145.0,16.8261,10.1947340965271,-0.017748,0.996064,0.14822,0.473104982862,40,-0.0581425,5500.0,0.0
42.344,4.859237194061279,2.81406,1296.24216488,4.900585412979126,2302.5,16.6774,15.103230953216553,-0.011778,0.991797,0.134347,0.494585386541,40,-0.0528156,4700.0,0.0
8.67136,4.865002632141113,2.80817,1024.09716336,4.971922397613525,2335.0,16.5795,20.080718278884888,-0.0274999,0.989268,0.0939431,0.539625432671,40,-0.0555178,3900.0,400.0
200.327,6.613927125930786,2.79442,1101.71457284,6.661306619644165,2565.0,16.3531,26.752410173416138,-0.0107726,0.982084,0.38941,0.540314938234,40,-0.135704,4500.0,300.0
10.3994,5.075397968292236,2.78903,1046.18055325,5.1212122440338135,2647.5,16.2652,31.87743377685547,-0.0503089,0.97934,0.0934052,0.61822483993,40,-0.0750549,4900.0,700.0
1.00018,5.0302886962890625,2.76387,1176.58138265,5.075469255447388,2962.5,15.8612,36.96317720413208,-0.00890013,0.966544,0.0410626,0.556682614712,40,-0.0277304,5300.0,600.0
