AveragePolicyStd,ExplainedVariance,MinReturn,MeanKL,AverageReturn,LossBefore,Perplexity,MaxKL,NumTrajs,Entropy,Time,LossAfter,MaxReturn,ItrTime,TotalExecTime,StdReturn
0.828509,0.89069648948,1500.0,0.0395057,1880.0,0.0106832,11.7087,0.144137,20,2.46033,9.78843069076538,0.00432327,2300.0,9.788437366485596,9.726595401763916,250.199920064
0.832928,0.838706170619,600.0,0.0108089,1765.0,0.00227345,11.8344,0.0360888,20,2.47101,19.146857976913452,-0.00152458,2500.0,9.354295492172241,9.250451564788818,462.89847699
0.833448,0.846028196936,600.0,0.00149352,1780.0,-0.0057239,11.8479,0.0152979,20,2.47215,28.77506446838379,-0.00739937,2500.0,9.623423099517822,9.571624517440796,478.121323515
0.832142,0.884997081389,1300.0,0.00424921,1910.0,-0.00253031,11.814,0.0265397,20,2.46929,37.53471279144287,-0.00521885,2600.0,8.752535820007324,8.722969770431519,328.481354113
0.83167,0.866040052397,1200.0,0.000987209,1780.0,0.00243386,11.7991,0.0125284,20,2.46802,46.82111144065857,0.000606027,2500.0,9.281821012496948,9.238759517669678,355.808937493
0.832194,0.822024825541,0.0,0.0217697,1785.0,0.00102393,11.8135,0.109859,20,2.46924,56.407535552978516,-0.00750967,2500.0,9.579008102416992,9.530633211135864,586.749520664
0.83234,0.850406602262,1300.0,0.00805649,1915.0,-0.00614809,11.8195,0.0354595,20,2.46975,66.0276505947113,-0.00937653,2500.0,9.611368894577026,9.569543361663818,363.696301878
