MaxKL,TotalExecTime,AveragePolicyStd,MaxReturn,NumTrajs,MinReturn,AverageReturn,ItrTime,Entropy,Perplexity,ExplainedVariance,Time,MeanKL,StdReturn,LossAfter,LossBefore
3.61096,11.834633588790894,0.930467,10200.0,20,1500.0,4135.0,12.024825096130371,2.69307,14.777,0.308159073883,12.024818897247314,0.662422,2078.28655387,-0.0672063,0.00202514
0.150831,11.869313955307007,0.931764,22000.0,20,20400.0,21490.0,11.964833498001099,2.6951,14.807,0.990224014471,23.99442982673645,0.00445762,421.781934179,-0.00631465,-0.00219643
1.19938,10.906190872192383,0.931284,22300.0,20,19700.0,21410.0,11.067439079284668,2.694,14.7907,0.982667870531,35.07432961463928,0.0654899,774.532116829,-0.0260685,-0.00303027
0.35632,11.248836755752563,0.9305,22400.0,20,20600.0,21700.0,11.325476169586182,2.69249,14.7683,0.988143200801,46.403985261917114,0.0329922,485.79831206,-0.0232522,-0.0126123
0.611705,11.191161632537842,0.927587,22400.0,20,20300.0,21480.0,11.280138731002808,2.68618,14.6755,0.98508922052,57.696226358413696,0.0600407,624.97999968,-0.0285262,-0.0117949
0.138535,11.563959836959839,0.925081,22400.0,20,20100.0,21650.0,11.669816493988037,2.68028,14.5892,0.988760715557,69.37034368515015,0.0130405,458.802789878,0.0061004,0.0140058
0.24959,11.667589664459229,0.928422,22100.0,20,20900.0,21630.0,11.77403450012207,2.68728,14.6917,0.992432723494,81.16024231910706,0.0292781,321.09188716,-0.00482596,0.00621415
