ExplainedVariance,AverageReturn,AveragePolicyStd,MinReturn,LossBefore,Time,NumTrajs,MeanKL,MaxKL,TotalExecTime,Entropy,Perplexity,StdReturn,LossAfter,MaxReturn,ItrTime
1,0.0,1.00568,0.0,-0.0,16.68944478034973,20,0.0,0.0,16.37856936454773,2.849,17.2706,0.0,-0.0,0.0,16.689452171325684
1,0.0,1.00568,0.0,-0.0,33.35726881027222,20,0.0,0.0,16.440091133117676,2.849,17.2706,0.0,-0.0,0.0,16.657994985580444
0.135695033726,35.0,1.00568,0.0,0.00139164,50.59646987915039,20,0.352107,38.1949,16.970788717269897,2.849,17.2706,106.183802908,-0.0265492,400.0,17.224005222320557
0.0330679647839,15.0,1.00608,0.0,0.0071442,66.73179221153259,20,0.042659,4.43383,15.950523614883423,2.8497,17.2826,47.6969600708,0.0108669,200.0,16.11531400680542
0.0294214339163,5.0,1.00789,0.0,0.0209825,82.3837583065033,20,6.94191,368.618,15.475656747817993,2.85327,17.3444,21.7944947177,0.46379,100.0,15.615199565887451
0.131744560138,35.0,1.01313,0.0,0.0209506,99.6135835647583,20,0.0499225,6.0612,17.07231330871582,2.86376,17.5273,152.561463024,0.00781786,700.0,17.204745292663574
0.059119468815,20.0,1.01847,0.0,-2.95825e-05,117.30034375190735,20,0.00460383,0.570958,17.370656967163086,2.87424,17.7119,87.1779788708,-0.000356484,400.0,17.65291142463684
