StdReturn,NumTrajs,MaxKL,LossAfter,MaxReturn,LossBefore,Time,MeanKL,ExplainedVariance,AverageReturn,MinReturn,Perplexity,AveragePolicyStd,ItrTime,TotalExecTime,Entropy
204.939015319,40,2.03403,-0.077817,800.0,0.0196759,5.993875980377197,0.784885,0.0673349353419,150.0,0.0,5.67789,0.58088,5.9938812255859375,5.913852214813232,1.73658
1997.60950889,40,0.592941,-0.0409067,6800.0,0.00608368,13.549140453338623,0.118031,0.532253534927,3817.5,0.0,5.79071,0.585096,7.550851583480835,7.422420263290405,1.75626
909.821411047,40,0.549753,-0.106607,7400.0,-0.0339723,20.0956392288208,0.303827,0.8179802411,5235.0,3600.0,5.80835,0.585575,6.542797088623047,6.495236396789551,1.7593
2477.29565252,40,1.56113,-0.0953806,8100.0,0.0128269,26.222639799118042,0.454119,0.606593737799,5147.5,0.0,5.71053,0.580927,6.121599197387695,6.082149028778076,1.74231
520.936656418,40,0.867195,-0.156463,7500.0,-0.050244,32.248032331466675,0.501117,0.941702213812,6275.0,5200.0,5.74726,0.582712,6.01637864112854,5.929013967514038,1.74872
965.501812531,40,1.03471,-0.0417362,8000.0,0.0123459,38.385387897491455,0.152414,0.917994095486,6907.5,3700.0,5.60468,0.575947,6.132531642913818,6.0475897789001465,1.7236
350.704647816,40,0.457262,-0.0808156,8100.0,-0.0597447,44.642276763916016,0.0404057,0.986683982784,7427.5,6600.0,5.63938,0.577529,6.2508509159088135,6.165760517120361,1.72977
