LossBefore,AverageReturn,AveragePolicyStd,TotalExecTime,NumTrajs,ItrTime,MaxReturn,ExplainedVariance,Perplexity,MaxKL,Entropy,StdReturn,MeanKL,Time,LossAfter,MinReturn
0.00874743,15.0,0.947542,4.8480706214904785,20,4.923892259597778,200.0,0.0167635288027,15.2117,0.540207,2.72206,47.6969600708,0.0696763,4.923888921737671,-0.00730233,0.0
-0.00988836,1045.0,0.95235,4.700993061065674,20,4.754464149475098,3500.0,0.0883611924458,15.3453,0.47168,2.73081,1003.73054153,0.170107,9.68806791305542,-0.0617097,0.0
-0.0179675,15310.0,0.950028,4.677686929702759,20,4.708507537841797,20200.0,0.721128598445,15.2696,0.273915,2.72586,2532.37043104,0.157073,14.4015793800354,-0.0647956,12000.0
-0.00089452,21570.0,0.945545,4.781863212585449,20,4.817175388336182,22200.0,0.989350836938,15.1331,0.271307,2.71688,494.064773081,0.0627681,19.227003574371338,-0.0232766,20700.0
-0.0208717,20195.0,0.945838,4.671556711196899,20,4.714880466461182,21700.0,0.964173832128,15.1263,0.158824,2.71643,725.585970096,0.0461193,23.947720050811768,-0.0369776,18300.0
-0.0150169,21685.0,0.941103,4.686216354370117,20,4.716497421264648,22900.0,0.973879015776,14.9692,0.264681,2.706,891.221072462,0.019392,28.67320990562439,-0.0290173,19500.0
-0.0129386,21895.0,0.937949,4.684484004974365,20,4.711253881454468,22700.0,0.986206285482,14.8573,0.334394,2.69849,549.067391128,0.0321539,33.39072227478027,-0.025257,20600.0
