MeanKL,TotalExecTime,MinReturn,AveragePolicyStd,StdReturn,NumTrajs,ItrTime,LossBefore,Time,Perplexity,Entropy,ExplainedVariance,AverageReturn,LossAfter,MaxReturn,MaxKL
1.30969,6.152069330215454,0.0,0.58088,201.726919374,40,6.237665891647339,0.0329406,6.237660884857178,5.67789,1.73658,0.172874989698,232.5,-0.123752,800.0,3.23023
0.228125,5.903567790985107,5900.0,0.589753,423.194695146,40,5.96244740486145,-0.0408218,12.21004056930542,5.86803,1.76952,0.965450924787,6787.5,-0.0973476,7800.0,0.64235
0.00835749,5.813875198364258,6700.0,0.584237,304.097023991,40,5.857941627502441,-0.0565753,18.071024656295776,5.74948,1.74911,0.987221066288,7255.0,-0.0674818,7900.0,0.0762443
0.0764747,6.101083755493164,6900.0,0.575489,243.810889831,40,6.126530647277832,-0.0397103,24.202776193618774,5.58912,1.72082,0.989421610715,7342.5,-0.0603015,7900.0,0.322652
0.0407259,6.276988983154297,6900.0,0.56988,274.670256854,40,6.342034816741943,-0.0311088,30.550508499145508,5.47924,1.70097,0.99066491611,7382.5,-0.0557599,8100.0,0.520709
0.0589932,6.209873676300049,6900.0,0.565023,297.478990855,40,6.3146772384643555,-0.00253284,36.876975536346436,5.39467,1.68541,0.990040716227,7452.5,-0.0227391,8200.0,0.32152
0.0497065,6.048711061477661,6700.0,0.564519,341.174442185,40,6.13232421875,-0.0237291,43.013819217681885,5.38784,1.68414,0.989134691975,7540.0,-0.0541983,8200.0,0.475641
