MaxKL,LossAfter,Time,LossBefore,Perplexity,NumTrajs,ExplainedVariance,MeanKL,MaxReturn,StdReturn,TotalExecTime,AverageReturn,AveragePolicyStd,MinReturn,Entropy,ItrTime
0.636188,-0.0336703,6.292351961135864,0.00398544,5.67789,40,0.226276302998,0.254948,7400.0,1514.0673697,6.214837551116943,1110.0,0.58088,0.0,1.73658,6.292357683181763
0.178761,-0.0170446,12.601925134658813,-0.00517251,5.70056,40,0.481981535598,0.0202578,7800.0,2740.54739058,6.1942384243011475,1680.0,0.581437,0.0,1.74056,6.304372310638428
0.0597167,-0.0295563,18.78695297241211,-0.0209097,5.68583,40,0.477711100898,0.00909184,7800.0,2900.60230814,6.109665155410767,2327.5,0.580284,0.0,1.73798,6.181715965270996
0.299201,-0.0217345,26.841497659683228,0.00374457,5.6267,40,0.518466705134,0.0750771,8000.0,3185.9221585,8.0109703540802,3170.0,0.577028,0.0,1.72752,8.047688007354736
0.4974,-0.0439824,32.13309836387634,-0.00941511,5.63725,40,0.527213550196,0.0657803,7500.0,1890.02480142,5.235074996948242,3632.5,0.577286,0.0,1.7294,5.281527280807495
0.109711,-0.0290432,37.37235426902771,-0.0060422,5.61077,40,0.660139429844,0.0372475,7300.0,2010.91397131,5.182305097579956,5215.0,0.576072,0.0,1.72469,5.233180522918701
0.143027,-0.0255243,42.631375551223755,-0.00434044,5.59384,40,0.793013308347,0.0436453,8200.0,1449.77368924,5.172063112258911,6037.5,0.575623,0.0,1.72167,5.245211601257324
