AverageReturn,NumTrajs,Time,StdReturn,AveragePolicyStd,TotalExecTime,Perplexity,Entropy,LossAfter,LossBefore,MeanKL,ExplainedVariance,MaxReturn,MinReturn,ItrTime,MaxKL
0.0,20,16.73215937614441,0.0,1.00568,16.439404726028442,17.2706,2.849,-0.0,-0.0,0.0,1,0.0,0.0,16.732166051864624,0.0
0.0,20,33.68291401863098,0.0,1.00568,16.617101430892944,17.2706,2.849,-0.0,-0.0,0.0,1,0.0,0.0,16.936062574386597,0.0
25.0,20,51.01702904701233,62.2494979899,1.00568,17.11393904685974,17.2706,2.849,-0.00729559,-0.00476287,0.00864968,0.0505405079296,200.0,0.0,17.331090688705444,0.451374
5.0,20,68.56606030464172,21.7944947177,1.00455,17.269268035888672,17.2295,2.84662,0.0245473,0.0107558,0.196314,0.0255899066469,100.0,0.0,17.533524990081787,26.7706
15.0,20,84.8931519985199,47.6969600708,1.00727,16.163995504379272,17.3224,2.852,1.49979,0.00138085,36.0122,0.067210384122,200.0,0.0,16.309605598449707,1722.65
0.0,20,102.00963544845581,0.0,1.00753,16.91514825820923,17.3344,2.85269,-0.0,-0.0,0.0,1,0.0,0.0,17.071791887283325,0.0
125.0,20,118.61992049217224,299.791594278,1.00753,16.368054389953613,17.3344,2.85269,0.645676,3.70219e-05,3.11219,0.225252065181,1300.0,0.0,16.56341314315796,342.721
