MaxReturn,ExplainedVariance,NumTrajs,StdReturn,LossAfter,MinReturn,MeanKL,LossBefore,ItrTime,Entropy,MaxKL,AveragePolicyStd,TotalExecTime,Time,AverageReturn,Perplexity
0.0,1,40,0.0,-0.0,0.0,0.0,-0.0,6.692845582962036,1.73658,0.0,0.58088,6.5948569774627686,6.692842721939087,0.0,5.67789
0.0,1,40,0.0,-0.0,0.0,0.0,-0.0,5.868980646133423,1.73658,0.0,0.58088,5.772002458572388,12.565041542053223,0.0,5.67789
100.0,0.0134510947392,40,15.612494996,-3.0078e-05,0.0,0.0362559,0.0098465,6.089582681655884,1.73658,0.0944353,0.58088,6.034452676773071,18.657353162765503,2.5,5.67789
300.0,0.0163460430792,40,54.2563360355,-0.0126922,0.0,0.069819,0.00556966,5.865840911865234,1.7415,0.173339,0.582294,5.8361546993255615,24.52835750579834,17.5,5.70591
700.0,0.0932985104542,40,178.815547422,0.00486578,0.0,0.111107,0.0324303,6.053179502487183,1.74429,0.3544,0.582817,6.002945184707642,30.586092948913574,155.0,5.72182
2000.0,0.301551588002,40,507.419944425,-0.0666616,200.0,0.369357,0.0275204,6.036633729934692,1.7605,0.969972,0.58707,5.928644895553589,36.63432192802429,1055.0,5.81536
6400.0,0.728924822343,40,1239.75552025,-0.0638417,1000.0,0.0839025,-0.0331187,6.090353488922119,1.77426,0.182895,0.590825,6.006667613983154,42.72818207740784,4747.5,5.89593
