1ProcessExecTime,0NumTrajs,0Entropy,1MaxReturn,1MinReturn,1EnvExecTime,ItrTime,1Perplexity,0AveragePolicyStd,1Entropy,1PolicyExecTime,dLoss,LossBefore,1StdReturn,0AverageReturn,MeanKL,0EnvExecTime,1AveragePolicyStd,0MinReturn,Time,0ProcessExecTime,MeanKLBefore,0Perplexity,0StdReturn,0ExplainedVariance,ComputeUpdatedDistTime,1NumTrajs,LossAfter,1AverageReturn,0MaxReturn,1ExplainedVariance,0PolicyExecTime
0.12049102783203125,120,2.83788,2200.0,0.0,2.958618402481079,16.230546236038208,17.3936,1.0,2.8561,4.231636047363281,0.00447477027774,0.0,461.861421015,28.3333333333,0.00989327020943,2.396697998046875,1.00927,0.0,16.230537176132202,0.10193252563476562,-5.00585883856e-09,17.0795,170.38355424,0.0840704207999,0.6445116996765137,120,-0.00447477027774,145.833333333,1500.0,0.220924712868,2.4961297512054443
