MeanKL,Perplexity,TotalExecTime,AveragePolicyStd,MaxReturn,LossAfter,LossBefore,StdReturn,NumTrajs,MinReturn,Entropy,Time,MaxKL,ExplainedVariance,AverageReturn,ItrTime
0.127063,11.0609,4.886164426803589,0.805297,300.0,-0.0322732,0.00980703,46.837484988,40,0.0,2.40341,4.976679086685181,1.22359,0.0261804731873,7.5,4.976680755615234
0.0236067,11.1699,4.503445625305176,0.808931,200.0,-0.0327738,-0.015183,31.224989992,40,0.0,2.41322,9.56627106666565,2.4528,0.026502488842,5.0,4.587116718292236
0.0373539,11.0854,5.962979078292847,0.805933,400.0,-0.00599333,0.0171443,87.998579534,40,0.0,2.40563,15.59005069732666,0.548561,0.0242611445638,22.5,6.0214104652404785
0.0641422,11.1808,4.607903003692627,0.809559,500.0,-0.0258202,0.00223337,106.77078252,40,0.0,2.4142,20.254880905151367,8.66189,0.0381429056425,60.0,4.653346538543701
0.0734117,11.1933,4.520561456680298,0.810209,700.0,-0.000112612,0.0381887,196.834321194,40,0.0,2.41532,24.822787761688232,10.8054,0.110341563476,177.5,4.558251142501831
0.090471,11.4091,4.518063306808472,0.818342,1700.0,-0.0166368,0.0204631,424.970587218,40,0.0,2.43441,29.38586449623108,0.663306,0.270311358152,620.0,4.556638956069946
0.186694,11.5264,4.660889625549316,0.822886,3500.0,-0.0882688,-0.0201914,759.786154125,40,300.0,2.44464,34.07673215866089,1.16454,0.42870989637,1715.0,4.685959339141846
