Entropy,NumTrajs,MaxKL,AverageReturn,Perplexity,TotalExecTime,ExplainedVariance,MaxReturn,LossAfter,MinReturn,LossBefore,MeanKL,Time,AveragePolicyStd,StdReturn,ItrTime
2.8392,20,13589.0,90.0,17.1021,15.221938610076904,0.357393336856,700.0,9.29233,0.0,0.0229251,115.621,15.504571199417114,1.00066,192.093727123,15.504577398300171
2.86213,20,37.6501,40.0,17.4987,15.270053625106812,0.192091604058,300.0,0.0250982,0.0,-0.00219353,0.651972,31.116090297698975,1.0122,96.9535971483,15.596022605895996
2.86103,20,53.1517,30.0,17.4795,17.48987627029419,0.18110180318,400.0,-0.0368457,0.0,-0.0245676,0.442962,48.747058629989624,1.01164,95.3939201417,17.61759090423584
2.84875,20,0.0853296,80.0,17.2661,16.52750825881958,0.232013398506,1000.0,-0.0302398,0.0,-0.0274568,0.00165813,65.5318877696991,1.00547,237.907545067,16.734935760498047
2.83502,20,14.3598,35.0,17.0307,15.491058826446533,0.0709885445238,700.0,-0.0216706,0.0,0.00306188,0.370742,81.25370740890503,0.998576,152.561463024,15.711318731307983
2.83655,20,0.0033308,85.0,17.0568,16.929505586624146,0.23116511792,600.0,-0.00526223,0.0,-0.00427902,0.000459297,98.46488690376282,0.999339,168.151717208,17.18559169769287
2.83441,20,0.255839,30.0,17.0203,18.80623173713684,0.319932595756,300.0,-0.0181365,0.0,-0.0158336,0.00334053,117.49583292007446,0.998284,78.1024967591,19.022945165634155
