LossAfter,TotalExecTime,MinReturn,MaxKL,MeanKL,ItrTime,StdReturn,Entropy,ExplainedVariance,AverageReturn,NumTrajs,MaxReturn,AveragePolicyStd,LossBefore,Time,Perplexity
-0.248227,4.9279868602752686,100.0,15.8882,1.9972,5.006979703903198,691.086101727,2.40341,0.426648000156,1530.0,40,3400.0,0.805297,0.00215797,5.0069756507873535,11.0609
-0.0135346,4.59598183631897,0.0,0.826992,0.0406167,4.643216133117676,1891.56020258,2.40557,0.598108109958,2450.0,40,7200.0,0.805703,0.00684735,9.656196117401123,11.0847
-0.0433022,4.732012748718262,0.0,1.50842,0.130246,4.757233142852783,1943.12731184,2.40899,0.710437257265,4177.5,40,7700.0,0.807125,0.00158644,14.41935133934021,11.1228
-0.0810735,4.667322874069214,0.0,0.811253,0.0215185,4.715478897094727,1594.13769794,2.40979,0.76927470781,5215.0,40,7500.0,0.807495,-0.0641002,19.137117624282837,11.1316
-0.0982993,4.636690616607666,4300.0,47.2701,0.0779267,4.669589519500732,855.858487134,2.37774,0.879282588986,6027.5,40,7700.0,0.794648,-0.0532946,23.813426733016968,10.7805
-0.082039,4.6794397830963135,200.0,0.298446,0.0441074,4.713839292526245,1517.56177798,2.35109,0.835827811909,5947.5,40,7700.0,0.784088,-0.0578168,28.536957025527954,10.497
-0.0646185,4.636163949966431,5100.0,0.863788,0.0503723,4.6746931076049805,652.873456345,2.32218,0.930331483293,6502.5,40,7700.0,0.772818,-0.0448049,33.21730399131775,10.1979
