AveragePolicyStd,TotalExecTime,Entropy,MaxKL,MeanKL,Perplexity,AverageReturn,MinReturn,StdReturn,LossBefore,ExplainedVariance,NumTrajs,ItrTime,LossAfter,Time,MaxReturn
0.95435,5.271468162536621,2.74043,1.82301,0.48475,15.4937,2345.0,200.0,1153.4621797,-0.000316173,0.256041516085,20,5.33202338218689,-0.0835613,5.332019567489624,4700.0
0.953884,4.609330415725708,2.74012,0.259927,0.0742915,15.4888,17875.0,13600.0,1796.35046692,-0.00776939,0.861553724412,20,4.659655570983887,-0.0332594,9.995914459228516,20400.0
0.952314,4.663988351821899,2.73623,0.388461,0.115107,15.4288,19185.0,12900.0,1790.32818221,-0.0384524,0.922547589266,20,4.6994757652282715,-0.0706242,14.70007038116455,20800.0
0.943182,4.698840379714966,2.71701,0.682899,0.247902,15.1349,17100.0,13000.0,2342.43463089,0.0123733,0.781431034713,20,4.748003244400024,-0.0439384,19.462879180908203,20600.0
0.946631,4.6102094650268555,2.72319,1.04905,0.292458,15.2289,15450.0,9700.0,2339.12376757,-0.0128059,0.765877870751,20,4.660125494003296,-0.0756375,24.1257381439209,18600.0
0.943626,4.699607849121094,2.71679,0.203812,0.0932994,15.1317,18010.0,15300.0,1707.01493842,-0.0293242,0.865146253709,20,4.738444805145264,-0.0547387,28.870311975479126,20700.0
0.936538,4.8745176792144775,2.70213,0.0585058,0.0108169,14.9114,19815.0,16800.0,1180.37070448,-0.0462901,0.956081873363,20,4.902853488922119,-0.0531777,33.779762744903564,21200.0
