MaxReturn,LossBefore,ExplainedVariance,LossAfter,MaxKL,TotalExecTime,AveragePolicyStd,MinReturn,MeanKL,Time,AverageReturn,ItrTime,NumTrajs,StdReturn,Entropy,Perplexity
1000.0,0.00461263,0.0475672381322,-0.0232697,1.37631,10.81763243675232,1.00326,0.0,0.232085,10.971152782440186,65.0,10.971159219741821,20,224.220873248,2.84233,17.1557
14000.0,-0.00783729,0.472921513697,-0.0308217,0.429323,10.73591160774231,1.00532,4300.0,0.133778,21.76591157913208,9550.0,10.79103970527649,20,2565.44343146,2.84694,17.235
27000.0,-0.00968468,0.48024895787,-0.0188547,0.144038,10.581630945205688,1.00335,0.0,0.0366523,32.3816294670105,15020.0,10.611618280410767,20,6195.93415072,2.84302,17.1676
29700.0,-0.0190235,0.347966895213,-0.0453082,0.333013,10.676560401916504,1.00096,800.0,0.110811,43.10392928123474,13450.0,10.718122720718384,20,7574.85973467,2.83818,17.0847
18700.0,0.00342399,0.404201298509,-0.0699697,0.880378,10.59919810295105,0.996299,4600.0,0.380435,53.80678701400757,12925.0,10.698330402374268,20,3582.57937805,2.82867,16.9229
13000.0,-0.00718511,0.211225786678,-0.0328955,0.276843,10.456010341644287,0.996989,100.0,0.137103,64.30920720100403,3810.0,10.49807333946228,20,3108.03796631,2.83038,16.9519
34800.0,-0.0117902,0.613020688639,-0.0410805,0.575533,10.733392238616943,0.995166,12500.0,0.187517,75.09785079956055,25475.0,10.784621715545654,20,5391.0921899,2.82679,16.8911
