LossAfter,ExplainedVariance,Time,MaxKL,ItrTime,StdReturn,Perplexity,TotalExecTime,AverageReturn,MinReturn,MaxReturn,MeanKL,NumTrajs,Entropy,AveragePolicyStd,LossBefore
-0.0,1,4.5201356410980225,0.0,4.520138740539551,0.0,11.4353,4.479873418807983,0.0,0.0,0.0,0.0,40,2.4367,0.82843,-0.0
-0.00708061,0.61557979301,8.021261215209961,0.351286,3.4986658096313477,327.862394916,11.4353,3.4551055431365967,52.5,0.0,2100.0,0.0192023,40,2.4367,0.82843,0.0127768
-0.0207808,0.641274552919,11.996888637542725,0.42216,3.9705212116241455,600.702713495,11.5086,3.9158143997192383,162.5,0.0,2700.0,0.0360887,40,2.44309,0.830696,-0.000757672
-0.0947268,0.583978428908,16.564074277877808,1.09445,4.560047388076782,1759.8987897,11.5042,4.519838094711304,1577.5,0.0,4800.0,0.195497,40,2.44271,0.830515,-0.02148
-0.121961,0.73735061146,21.557377338409424,1.17991,4.977963447570801,1015.61557688,11.3813,4.933690309524536,4855.0,2900.0,7300.0,0.609073,40,2.43197,0.826176,-0.0194601
-0.160762,0.473914681654,26.132875442504883,2.07461,4.570009231567383,919.833544724,11.2711,4.517177104949951,2212.5,0.0,4000.0,0.612252,40,2.42224,0.822187,-0.0292217
-0.203254,0.493963481526,30.921543836593628,2.22189,4.770628213882446,1177.81312185,11.1076,4.740206003189087,3202.5,300.0,4900.0,1.23198,40,2.40763,0.816041,-0.0224412
