MinReturn,LossBefore,AverageReturn,LossAfter,Entropy,MaxKL,TotalExecTime,Perplexity,StdReturn,ExplainedVariance,MeanKL,ItrTime,AveragePolicyStd,NumTrajs,Time,MaxReturn
0.0,0.00482538,0.1,0.00476101,2.82159,7.95047e-05,117.5803701877594,16.8035,4.47101778122,0.0210261510778,3.74556e-05,117.90647864341736,0.991891,2000,117.90647482872009,200.0
