Perplexity,TotalExecTime,MeanKL,MaxReturn,StdReturn,Time,MaxKL,AverageReturn,Entropy,AveragePolicyStd,ItrTime,LossBefore,MinReturn,LossAfter,ExplainedVariance,NumTrajs
11.0609,5.07147741317749,1.73775,2400.0,597.4738488,5.141424894332886,21.8046,1155.0,2.40341,0.805297,5.1414289474487305,0.00896098,100.0,-0.211146,0.347607367526,40
11.1604,5.029895782470703,0.369107,6200.0,889.719056781,10.229429006576538,7.35086,4370.0,2.41237,0.809123,5.084420919418335,-0.0385238,2700.0,-0.149727,0.715767339357,40
10.9475,4.8358681201934814,0.116405,7100.0,667.439135802,15.098856687545776,0.55847,5845.0,2.39311,0.801152,4.864412307739258,-0.0472355,4500.0,-0.0867246,0.883619084416,40
10.692,4.88151741027832,0.19133,7700.0,633.225868076,20.027561902999878,12.0791,6505.0,2.36949,0.791601,4.922820806503296,-0.0548572,5200.0,-0.105868,0.923574885294,40
10.4027,4.875977277755737,0.424155,7600.0,809.922835831,24.969021558761597,40.8758,5895.0,2.34206,0.780569,4.93237566947937,-0.0423721,4300.0,-0.153869,0.856708581918,40
10.1846,4.902411460876465,0.363008,7400.0,806.345924526,29.93145179748535,4.06315,6007.5,2.32088,0.772276,4.955501556396484,0.00366542,3900.0,-0.0807931,0.8685311185,40
10.2033,4.94295597076416,0.272972,7800.0,702.068372739,34.91667199134827,1.68087,6390.0,2.32271,0.772935,4.979523420333862,-0.034211,5300.0,-0.100496,0.907611147531,40
