NumTrajs,ExplainedVariance,Perplexity,MaxKL,TotalExecTime,MinReturn,StdReturn,AveragePolicyStd,LossAfter,Entropy,Time,MaxReturn,LossBefore,MeanKL,ItrTime,AverageReturn
20,1,17.1021,0.0,15.374114990234375,0.0,0.0,1.00066,-0.0,2.8392,15.579131364822388,0.0,-0.0,0.0,15.579137325286865,0.0
20,0.147089317326,17.1021,70.994,14.343283891677856,0.0,212.367605816,1.00066,-0.116874,2.8392,30.176183223724365,800.0,0.0184125,0.831489,14.590428590774536,70.0
20,0.299425990498,17.2603,250.022,14.833674430847168,0.0,266.458251889,1.00528,0.27127,2.84841,45.183300495147705,1100.0,-0.00825493,2.0884,14.987200260162354,100.0
20,0.117808893391,17.1892,1.36312,13.114571571350098,0.0,108.972473589,1.00321,-0.00282083,2.84428,58.501508474349976,500.0,0.00214669,0.0106767,13.283592224121094,25.0
20,0.174782376714,17.2076,0.0208799,16.330437660217285,0.0,130.766968306,1.00374,-0.00458396,2.84535,74.88084959983826,600.0,-0.00207758,0.00184691,16.37294292449951,30.0
20,0.0770403039675,17.1898,5.70197,13.677819967269897,0.0,87.1779788708,1.00322,-0.00529867,2.84431,88.66592621803284,400.0,-0.00425789,0.0628175,13.778672218322754,20.0
20,0.37699755133,17.1532,116.336,14.375397205352783,0.0,165.755844543,1.00219,0.126119,2.84219,103.2180449962616,600.0,0.00419681,1.01573,14.52826976776123,55.0
