0Entropy,1MinReturn,MeanKLBefore,Time,1Entropy,0Perplexity,0AveragePolicyStd,1EnvExecTime,1Perplexity,ItrTime,0ProcessExecTime,dLoss,0EnvExecTime,0AverageReturn,ComputeUpdatedDistTime,0NumTrajs,1MaxReturn,0MinReturn,MeanKL,1PolicyExecTime,1ExplainedVariance,LossAfter,0StdReturn,0ExplainedVariance,1AverageReturn,1ProcessExecTime,0PolicyExecTime,1AveragePolicyStd,1NumTrajs,LossBefore,1StdReturn,0MaxReturn
2.33096,0.0,-1.86264514923e-09,289.2619700431824,2.34256,10.2878,0.780762,1.0188789367675781,10.4078,5.7658751010894775,0.0547785758972168,0.00596128590405,1.0934722423553467,10.0,0.08472204208374023,80,2400.0,0.0,0.00615679100156,1.9129300117492676,0.517935532608,-0.00596128869802,64.4204936336,0.0135070318694,471.25,0.043523550033569336,1.1316540241241455,0.785722,80,-2.79396772385e-09,824.95359718,500.0
2.32535,0.0,0.0,294.7561423778534,2.3373,10.2302,0.777848,0.8775005340576172,10.3532,5.263080835342407,0.04724001884460449,0.0095474421978,0.9836940765380859,45.0,0.09026074409484863,80,2900.0,0.0,0.00680508092046,1.721585988998413,0.557588185084,-0.00954743754119,213.834047803,0.0979588207299,685.0,0.039348602294921875,1.0215787887573242,0.782494,80,4.65661287308e-09,1176.33966183,1400.0
2.31354,0.0,0.0,300.50049805641174,2.30636,10.1102,0.773545,0.9637079238891602,10.0378,5.422561168670654,0.04749774932861328,0.0150122558698,0.9608566761016846,40.0,0.10366654396057129,80,2800.0,0.0,0.00879935547709,1.8573698997497559,0.559742416682,-0.0150122558698,218.288799529,0.0585070841127,678.75,0.0441896915435791,0.9836874008178711,0.771051,80,0.0,1145.28312548,1600.0
2.34574,0.0,0.0,306.7756927013397,2.34579,10.441,0.787335,1.1446623802185059,10.4415,6.045945882797241,0.05069255828857422,0.0120697277889,1.0645935535430908,105.0,0.08430075645446777,80,2600.0,0.0,0.00742079131305,2.069523572921753,0.602342922753,-0.0120697207749,291.93321154,0.105087746932,876.25,0.04926466941833496,1.1191601753234863,0.787477,80,7.01402314007e-09,971.885249142,1400.0
2.3405,0.0,1.86264514923e-09,312.7574670314789,2.33783,10.3865,0.785367,1.0489113330841064,10.3588,5.738081455230713,0.048775672912597656,0.0122588833328,1.0045461654663086,53.75,0.08659100532531738,80,2900.0,0.0,0.00815631262958,1.98641037940979,0.627480467376,-0.0122588854283,234.490804724,0.102117474742,1272.5,0.046407222747802734,1.0588319301605225,0.784502,80,-2.09547579288e-09,1280.91520016,1400.0
2.32979,0.0,0.0,318.6227698326111,2.31438,10.2758,0.781033,0.968275785446167,10.1187,5.424093961715698,0.045678138732910156,0.00998849235475,0.96457839012146,112.5,0.10434794425964355,80,2900.0,0.0,0.00943551957607,1.8328392505645752,0.577749677552,-0.00998848956078,345.461647654,0.182471624481,941.25,0.04500746726989746,1.0347154140472412,0.775557,80,2.79396772385e-09,1117.44057448,1700.0
2.32615,0.0,0.0,324.12483501434326,2.30428,10.2385,0.780384,0.920595645904541,10.017,5.268865585327148,0.042510271072387695,0.0110026220791,0.8880548477172852,68.75,0.1049489974975586,80,2900.0,0.0,0.00954738538712,1.8505535125732422,0.535041413931,-0.0110026178882,254.260570085,0.0996368028478,1263.75,0.04352283477783203,0.9408867359161377,0.771896,80,4.19095158577e-09,1283.57350296,1300.0
2.32338,0.0,-1.86264514923e-09,330.16656279563904,2.3277,10.2102,0.778536,1.0632011890411377,10.2543,5.814013719558716,0.05143857002258301,0.00785305575118,1.0781893730163574,62.5,0.08308601379394531,80,2800.0,0.0,0.00669037923217,1.951765537261963,0.599111922443,-0.0078530497849,263.806273618,0.119795510319,906.25,0.04693245887756348,1.0864062309265137,0.779962,80,5.96628524363e-09,1039.99323916,1600.0
2.33505,0.0,0.0,336.29311966896057,2.32554,10.3299,0.782043,1.1260099411010742,10.2322,5.8963844776153564,0.047863006591796875,0.00708925072104,0.9631340503692627,62.5,0.08638215065002441,80,2900.0,0.0,0.00979741569608,2.122225284576416,0.556692932549,-0.0070892451331,218.159918408,0.134731426566,1236.25,0.04842400550842285,1.0031812191009521,0.778875,80,5.58793544769e-09,1255.31308346,1300.0
2.34262,0.0,0.0,343.16537952423096,2.34356,10.4085,0.78412,1.255049467086792,10.4182,6.6390907764434814,0.0553743839263916,0.00891103083268,1.1553714275360107,81.25,0.08492207527160645,80,2900.0,0.0,0.00806386303157,2.299595832824707,0.578634228244,-0.00891102012247,303.765431707,0.121581689432,1280.0,0.05363178253173828,1.2073850631713867,0.784389,80,1.07102096081e-08,1288.25463322,1600.0
2.34186,0.0,-7.4505814851e-09,349.9143810272217,2.33703,10.4006,0.782392,1.2555172443389893,10.3504,6.5229103565216064,0.05267953872680664,0.00801562797278,1.065507411956787,46.25,0.11170196533203125,80,2900.0,0.0,0.00794977974147,2.345071792602539,0.5517087615,-0.00801561865956,217.338301963,0.149586902762,671.25,0.053505659103393555,1.0835399627685547,0.780705,80,9.31322574615e-09,1153.49401277,1200.0
2.3445,0.0,0.0,355.7078433036804,2.33017,10.428,0.782407,1.0040512084960938,10.2797,5.5727057456970215,0.04619479179382324,0.00622967584059,0.9302060604095459,28.75,0.10347723960876465,80,2800.0,0.0,0.00646803760901,1.9373242855072021,0.562123527054,-0.00622967351228,150.991514662,0.0386055928263,628.75,0.04520463943481445,0.9657711982727051,0.776843,80,2.32830643654e-09,1093.868565,1000.0
2.34857,0.0,-1.49011629702e-08,361.6717572212219,2.34288,10.4706,0.783531,0.9843568801879883,10.4112,5.720745325088501,0.050145864486694336,0.00996421976015,1.030693531036377,33.75,0.09094738960266113,80,2800.0,0.0,0.00827142037451,1.9107983112335205,0.587235279148,-0.0099642239511,159.643156759,0.0779823841526,1058.75,0.04263925552368164,1.0791535377502441,0.781909,80,-4.19095158577e-09,1134.53666203,900.0
2.36333,0.0,7.45058059692e-09,367.41180443763733,2.35425,10.6263,0.788887,0.8826031684875488,10.5302,5.239654779434204,0.04643893241882324,0.0121324206702,0.9249393939971924,65.0,0.08356523513793945,80,2800.0,0.0,0.00992814265192,1.7219831943511963,0.575910268119,-0.01213240996,276.631523872,0.126332419279,1282.5,0.0419161319732666,0.9643855094909668,0.785358,80,1.07102096081e-08,1290.61758472,1600.0
2.34795,0.0,-3.72529074255e-09,374.7407133579254,2.32631,10.4641,0.783192,1.2874188423156738,10.2401,7.0751166343688965,0.05981159210205078,0.0107339553069,1.243260383605957,57.5,0.11274504661560059,80,2900.0,0.0,0.00852429959923,2.383474111557007,0.546355719574,-0.0107339527458,262.571418856,0.103790045546,1137.5,0.05410003662109375,1.3024308681488037,0.774755,80,2.56113708019e-09,1173.07022381,1700.0
2.33523,0.0,0.0,381.72906589508057,2.34639,10.3318,0.778675,1.2593333721160889,10.4478,6.756450653076172,0.057073116302490234,0.0113560948521,1.1579043865203857,77.5,0.0978541374206543,80,2900.0,0.0,0.00903877615929,2.3265981674194336,0.528073396127,-0.0113560948521,288.519929988,0.188802356464,692.5,0.054787635803222656,1.189368486404419,0.783001,80,0.0,1168.09406727,1500.0
2.42248,0.0,3.72529029846e-09,388.03013586997986,2.42467,11.2738,0.813156,1.0994088649749756,11.2984,6.070969820022583,0.04755067825317383,0.00826353300363,1.0367431640625,41.25,0.1032865047454834,80,2900.0,0.0,0.00934637710452,2.1054139137268066,0.536999574512,-0.00826353766024,224.551636601,0.0633071961664,1298.75,0.047510385513305664,1.1006476879119873,0.81405,80,-4.65661287308e-09,1304.5587137,1400.0
2.41936,0.0,-1.86264532687e-08,394.78045535087585,2.40472,11.2387,0.811316,1.1237976551055908,11.0753,6.494279861450195,0.05803418159484863,0.0104349332978,1.2224597930908203,26.25,0.08713412284851074,80,2300.0,0.0,0.00908771064132,2.1490375995635986,0.53262973946,-0.0104349339381,154.712434859,0.0856942742254,753.75,0.047771453857421875,1.25242018699646,0.805446,80,-6.40284270048e-10,791.666557018,1200.0
2.3954,0.0,-3.72529029846e-09,401.3238377571106,2.38944,10.9726,0.801988,1.1164233684539795,10.9074,6.307987213134766,0.054910898208618164,0.00841192808002,1.1118762493133545,46.25,0.09759879112243652,80,2800.0,0.0,0.00797856785357,2.15787935256958,0.556340965081,-0.00841192621738,170.985196728,0.0604625797304,705.0,0.0497281551361084,1.1882073879241943,0.799554,80,1.86264514923e-09,1133.56737779,1000.0
2.41357,0.0,7.45058059692e-09,408.34358501434326,2.4016,11.1738,0.809285,1.1751492023468018,11.0408,6.785670042037964,0.059923410415649414,0.0104005034082,1.2537035942077637,56.25,0.10933613777160645,80,2900.0,0.0,0.00937358755618,2.2670140266418457,0.514934235194,-0.0104005020112,218.999857306,0.0628969261008,1158.75,0.05126786231994629,1.280402421951294,0.804462,80,1.39698386192e-09,1216.62378634,1300.0
2.4028,0.0,3.72529029846e-09,414.7933986186981,2.39646,11.0541,0.805731,1.2273287773132324,10.9842,6.1761956214904785,0.04920816421508789,0.00634691910818,1.01051664352417,65.0,0.08187675476074219,80,2900.0,0.0,0.00608806079254,2.247110605239868,0.537753732207,-0.00634691724554,277.983812478,0.077170921462,1226.25,0.054277896881103516,1.0564420223236084,0.803161,80,1.86264514923e-09,1242.85394858,1600.0
