AverageReturn,ExplainedVariance,NumTrajs,MaxReturn,LossAfter,MeanKL,ItrTime,LossBefore,TotalExecTime,Perplexity,MinReturn,StdReturn,AveragePolicyStd,MaxKL,Entropy,Time
1020.0,0.468500309532,20,3300.0,-0.0296742,0.178367,19.379049062728882,0.00386882,19.199201107025146,14.8902,0.0,869.252552484,0.935103,1.23287,2.7007,19.379042387008667
8705.0,0.187119059769,20,17100.0,-0.0398545,0.189375,19.276944637298584,0.00430531,19.17335033416748,14.9479,3300.0,3308.84798684,0.936927,0.558851,2.70457,38.66381549835205
37950.0,0.889801224108,20,41600.0,-0.0425146,0.138569,19.19427514076233,-0.0121203,19.110548973083496,14.9801,32900.0,2394.26397876,0.937872,0.473865,2.70672,57.86215829849243
41710.0,0.988440560408,20,42600.0,-0.000744248,0.011312,19.705498456954956,0.00294788,19.604178190231323,14.8896,40100.0,576.107628833,0.934976,0.125236,2.70066,77.58300828933716
41805.0,0.987549660599,20,42700.0,-0.0205244,0.00536542,18.92825675010681,-0.0166119,18.767211437225342,14.9116,39500.0,661.418929273,0.935779,0.0876565,2.70214,96.52956438064575
42045.0,0.987847558101,20,42800.0,-0.0126594,0.00653501,19.36350107192993,-0.0101547,19.165233373641968,14.7882,41500.0,288.920404264,0.931813,0.0345892,2.69383,115.90836668014526
41865.0,0.989832032046,20,42800.0,-0.00541819,0.016348,19.694347143173218,-0.00103825,19.63417887687683,14.7133,41200.0,416.263137931,0.929408,0.0751553,2.68875,135.60606575012207
