AverageReturn,TotalExecTime,Perplexity,ExplainedVariance,MeanKL,LossBefore,ItrTime,MaxReturn,NumTrajs,Entropy,MaxKL,LossAfter,MinReturn,Time,StdReturn,AveragePolicyStd
350.0,10.877275228500366,15.3903,0.34231868862,0.0736288,-0.00249098,10.969401359558105,1300.0,20,2.73374,1.84731,-0.013633,0.0,10.96939492225647,441.021541424,0.949513
980.0,10.517657995223999,15.352,0.679067799834,0.0470973,-0.0103962,10.573864698410034,1800.0,20,2.73125,0.377422,-0.0270736,0.0,21.546398162841797,566.215506676,0.948147
1365.0,10.561549663543701,15.2724,0.863637844025,0.0423,-0.00841896,10.633498191833496,1900.0,20,2.72605,0.649941,-0.0219466,0.0,32.1838812828064,375.865667493,0.945693
1375.0,11.215628623962402,15.2083,0.909662790082,0.0109918,0.0170963,11.364563226699829,1900.0,20,2.72184,0.394021,0.0112617,1100.0,43.55969047546387,214.184499906,0.94371
1570.0,12.072270631790161,15.3388,0.71375024991,0.0129862,-0.00327923,12.146477699279785,4900.0,20,2.73039,0.380739,-0.0209686,200.0,55.71285557746887,897.830719011,0.947735
1080.0,11.940788269042969,15.3137,0.679000630144,0.0155205,0.0223028,12.060516834259033,2000.0,20,2.72875,0.211905,0.00661126,0.0,67.77967524528503,679.411510059,0.94698
1230.0,11.868256568908691,15.4854,0.640736267899,0.0263378,0.00865294,11.926021099090576,1900.0,20,2.7399,0.192956,-0.00457259,0.0,79.72044515609741,661.135387043,0.952332
