LossAfter,MaxKL,MeanKL,AveragePolicyStd,StdReturn,NumTrajs,ItrTime,LossBefore,TotalExecTime,AverageReturn,Time,Entropy,MaxReturn,MinReturn,ExplainedVariance,Perplexity
7.08928,3004.85,49.7134,1.0,43.5889894354,20,15.98967432975769,0.0132907,15.660512924194336,10.0,15.989664793014526,2.83788,200.0,0.0,0.140344338978,17.0795
0.0893567,27.7302,0.485512,1.00668,87.1779788708,20,15.650092124938965,0.0186801,15.412292718887329,20.0,31.660228967666626,2.85117,400.0,0.0,0.0937378538726,17.308
-0.0,0.0,0.0,1.01139,0.0,20,16.048298597335815,-0.0,15.853834867477417,0.0,47.71298813819885,2.86051,0.0,0.0,1,17.4704
0.00277953,33.4897,0.189199,1.01139,180.0,20,15.996424436569214,-0.022622,15.866164207458496,60.0,63.74122476577759,2.86051,600.0,0.0,0.146621155664,17.4704
-0.0,0.0,0.0,1.00569,0.0,20,16.12064528465271,-0.0,15.950268268585205,0.0,79.87387752532959,2.8492,0.0,0.0,1,17.2739
-0.0,0.0,0.0,1.00569,0.0,20,15.74683952331543,-0.0,15.561420440673828,0.0,95.64760279655457,2.8492,0.0,0.0,1,17.2739
-0.0,0.0,0.0,1.00569,0.0,20,17.390772342681885,-0.0,17.268646955490112,0.0,113.05869746208191,2.8492,0.0,0.0,1,17.2739
