Entropy,Time,StdReturn,LossAfter,Perplexity,NumTrajs,ItrTime,MaxReturn,MinReturn,MaxKL,LossBefore,ExplainedVariance,AveragePolicyStd,TotalExecTime,MeanKL,AverageReturn
3.08155,29.611653327941895,522.374386815,-0.0125028,21.7921,20,29.61166214942932,1600.0,0.0,1.69791,-0.00714864,0.424594152742,1.12957,29.09767746925354,0.0149698,325.0
3.0744,65.82302260398865,1201.03080727,-0.0165309,21.6369,20,36.184149503707886,4100.0,0.0,1.67946,-0.00304743,0.585820873153,1.12554,35.78963875770569,0.0381994,955.0
3.07288,99.16142058372498,486.081268925,-0.0168052,21.6039,20,33.31879162788391,1700.0,0.0,0.353912,-0.012982,0.575962761866,1.12469,33.126402139663696,0.00173884,285.0
3.06638,132.91666650772095,830.361367117,-0.00285836,21.4642,20,33.72016739845276,2700.0,0.0,0.172802,-0.000402347,0.546424315991,1.12104,33.33982729911804,0.00291578,550.0
3.06618,162.44303607940674,932.670895868,-4.61638e-05,21.4599,20,29.49841332435608,2600.0,0.0,0.59943,0.00494313,0.543040164941,1.12092,29.256903171539307,0.00988308,675.0
3.06866,192.49473309516907,794.292137692,-0.012048,21.513,20,30.032339811325073,3100.0,0.0,0.0695811,-0.00925556,0.399527537341,1.12231,29.965328693389893,0.00235675,510.0
3.06403,221.29245710372925,749.066085202,0.00476742,21.4136,20,28.79332137107849,2500.0,0.0,0.220829,0.00746993,0.527341583905,1.11972,28.63908576965332,0.00254688,530.0
