MeanKL,AveragePolicyStd,Entropy,Perplexity,NumTrajs,MaxReturn,ExplainedVariance,ItrTime,AverageReturn,StdReturn,MinReturn,LossBefore,MaxKL,Time,TotalExecTime,LossAfter
1.39892,0.805297,2.40341,11.0609,40,5700.0,0.668396104755,4.8369410037994385,3275.0,936.149026598,1500.0,-0.047837,13.1589,4.836935758590698,4.764178276062012,-0.247695
0.114334,0.786231,2.35558,10.5442,40,4400.0,0.566735879696,4.730443954467773,2157.5,1265.67916551,300.0,0.00842476,1.17995,9.572824954986572,4.667592287063599,-0.0362717
0.322541,0.787805,2.35979,10.5887,40,6400.0,0.728266658247,4.897118330001831,4160.0,1364.88094719,900.0,-0.0249333,2.55748,14.472972869873047,4.845072507858276,-0.121135
0.186435,0.782763,2.34732,10.4575,40,7600.0,0.874238521151,4.919796466827393,5650.0,847.348806573,3800.0,-0.0596631,0.999479,19.396571159362793,4.8782994747161865,-0.111762
0.0899196,0.771451,2.31749,10.1502,40,8000.0,0.801074774839,4.75971531867981,5430.0,1642.43721341,2500.0,-0.0430931,0.773728,24.15952730178833,4.713031530380249,-0.0786877
0.0894475,0.7631,2.29594,9.93379,40,7500.0,0.877651228128,4.952832937240601,6150.0,906.917857361,4000.0,-0.0543959,3.78065,29.11810564994812,4.912280559539795,-0.0843701
0.225938,0.752653,2.26875,9.66726,40,7600.0,0.898435744246,4.881741762161255,6267.5,868.443291183,4200.0,-0.063242,6.65426,34.005160093307495,4.803543567657471,-0.122843
