LossAfter,NumTrajs,Perplexity,AveragePolicyStd,LossBefore,StdReturn,ItrTime,MeanKL,MaxKL,MinReturn,TotalExecTime,Entropy,AverageReturn,ExplainedVariance,Time,MaxReturn
-0.0770343,20,15.3903,0.949513,-0.00866035,3308.1112436,12.806456565856934,0.389518,1.83212,3900.0,12.695224046707153,2.73374,9820.0,0.499691059949,12.806451082229614,16400.0
-0.00205321,20,15.2576,0.945331,0.0288306,3946.70432133,12.582266569137573,0.110223,0.330745,0.0,12.516767978668213,2.72508,4795.0,0.436933756142,25.39310622215271,13800.0
-0.0181897,20,15.4791,0.952159,-0.000934424,6476.3782317,12.835911273956299,0.0307254,0.140683,200.0,12.787992477416992,2.73949,12805.0,0.610679651072,38.23811388015747,21300.0
-0.0374207,20,15.4719,0.951893,-0.0241383,3422.90446843,13.035266399383545,0.0284738,0.164554,9100.0,12.91349196434021,2.73903,15935.0,0.700406753339,51.28338360786438,20900.0
-0.0599985,20,15.2863,0.946208,-0.0329296,5184.74685978,12.738143920898438,0.0725913,0.496364,2500.0,12.59752368927002,2.72696,14720.0,0.716275933622,64.03008961677551,20400.0
-0.0337622,20,15.0367,0.938497,-0.0220035,6632.51649074,12.807658672332764,0.0272803,0.189979,0.0,12.706728458404541,2.71049,12915.0,0.782923004618,76.8416178226471,20600.0
-0.0319521,20,14.8721,0.933318,-0.0159083,4259.84448073,13.616677045822144,0.0580974,0.254549,0.0,13.455868005752563,2.69949,17435.0,0.893863856181,90.48198986053467,20600.0
