Perplexity,MinReturn,Entropy,MeanKL,MaxKL,MaxReturn,AveragePolicyStd,StdReturn,AverageReturn,ExplainedVariance,LossAfter,TotalExecTime,LossBefore,Time,ItrTime,NumTrajs
14.777,900.0,2.69307,0.502823,2.8777,10200.0,0.930467,2527.37017471,5420.0,0.225040490798,-0.0871992,11.88989806175232,0.00981102,11.993718147277832,11.99372386932373,20
14.9227,9300.0,2.70288,0.100075,0.454807,21500.0,0.935066,3197.74920843,17120.0,0.74149114005,-0.0468097,11.962303638458252,-0.0114197,24.022470951080322,12.016460180282593,20
14.8377,7300.0,2.69717,0.178231,0.802172,20500.0,0.932418,2715.41433303,16995.0,0.747896014761,-0.0696713,11.508657217025757,-0.0185821,35.575151681900024,11.547300815582275,20
14.7005,16400.0,2.68788,0.00930919,0.107317,21900.0,0.928085,1453.36678096,20235.0,0.93354977039,0.00634279,11.513842344284058,0.0113438,47.13512659072876,11.555195331573486,20
14.7841,18900.0,2.69356,0.0298345,0.321683,22400.0,0.930854,1055.98295441,20930.0,0.969698397729,-0.0344248,11.781930923461914,-0.0222615,58.9822781085968,11.836555004119873,20
14.6205,20200.0,2.68242,0.0340173,0.255131,22700.0,0.925862,716.432132166,21515.0,0.981735724945,0.00833717,11.843474864959717,0.0207757,70.90761303901672,11.9145827293396,20
14.7732,18100.0,2.69281,0.0365264,0.764872,22800.0,0.930609,1363.30480818,20920.0,0.955860837235,-0.0258226,12.265406847000122,-0.00457208,83.2857575416565,12.372257709503174,20
