MeanKL,MaxKL,NumTrajs,ExplainedVariance,Entropy,MinReturn,LossAfter,AverageReturn,Time,AveragePolicyStd,ItrTime,TotalExecTime,Perplexity,MaxReturn,LossBefore,StdReturn
0.0368387,0.512127,20,0.096165289002,2.7007,0.0,0.00240417,50.0,19.78758215904236,0.935103,19.787585258483887,19.65738582611084,14.8902,600.0,0.0135992,139.642400438
0.0603863,0.380971,20,0.820112875963,2.7143,0.0,-0.0380137,565.0,38.91032838821411,0.941851,19.116240978240967,19.05694317817688,15.0941,800.0,-0.0177505,195.639975465
0.00766577,0.0583708,20,0.923192146215,2.70543,500.0,-0.0155727,585.0,58.53622603416443,0.937739,19.620778560638428,19.58094620704651,14.9607,700.0,-0.011143,57.2276157113
0.0115118,0.08257,20,0.920560799195,2.69986,500.0,0.0105899,640.0,78.0190806388855,0.935201,19.477400541305542,19.440109252929688,14.8776,700.0,0.014802,73.4846922835
0.00425232,0.0837726,20,0.91763930347,2.70726,500.0,-0.0108256,670.0,97.51306772232056,0.938453,19.486307382583618,19.43864130973816,14.9881,800.0,-0.00712333,84.2614977318
0.00153243,0.0102319,20,0.91878069025,2.70369,600.0,0.0153436,665.0,118.99856376647949,0.937043,21.479429244995117,21.40092396736145,14.9348,800.0,0.0162988,65.3834841531
0.0157127,0.153606,20,0.913118089705,2.71184,500.0,-0.0215703,715.0,140.32815551757812,0.940864,21.30896520614624,21.25714898109436,15.057,900.0,-0.014919,101.365674664
