MeanKL,TotalExecTime,Perplexity,AveragePolicyStd,StdReturn,Entropy,ItrTime,NumTrajs,Time,LossAfter,AverageReturn,MinReturn,MaxKL,ExplainedVariance,MaxReturn,LossBefore
0.284763,8.325253009796143,17.1557,1.00326,196.214168703,2.84233,8.40506386756897,20,8.405060768127441,-0.0185962,50.0,0.0,1.11081,0.0263793740982,900.0,0.00303358
0.0919266,8.51181674003601,17.2078,1.00445,1265.65200588,2.84536,8.623247385025024,20,17.032066583633423,-0.0354918,4225.0,1300.0,0.23891,0.189932927881,6300.0,-0.0179602
0.0163174,8.370871782302856,17.054,1.00004,5710.38308697,2.83638,8.425874471664429,20,25.461295127868652,-0.0250787,11755.0,0.0,0.0746336,0.503513446433,19800.0,-0.0175142
0.0543139,8.345614433288574,16.9053,0.995564,4683.04388192,2.82763,8.389573335647583,20,33.85461139678955,-0.0219409,16110.0,5400.0,0.216065,0.481066148887,21900.0,-0.0114007
0.0538957,8.526862382888794,16.8092,0.992904,5988.86466703,2.82193,8.588492393493652,20,42.44941592216492,-0.0189104,13450.0,2300.0,0.145118,0.439906309498,25000.0,-0.0150246
0.124703,8.069127559661865,16.6834,0.989225,4858.44625369,2.81441,8.136695384979248,20,50.589799880981445,-0.032014,22550.0,9900.0,0.214414,0.550538393237,29000.0,-0.0148026
0.281895,8.539250612258911,16.5604,0.985515,4538.45788787,2.80701,8.570946216583252,20,59.167635679244995,-0.0622107,16880.0,8500.0,0.867291,0.529002744271,25500.0,-0.0127058
