AverageReturn,ExplainedVariance,MeanKL,MaxKL,LossAfter,Entropy,AveragePolicyStd,MinReturn,Perplexity,Time,NumTrajs,TotalExecTime,ItrTime,MaxReturn,LossBefore,StdReturn
0.0,1,0.0,0.0,-0.0,2.5608,0.870797,0.0,12.9461,33.13127875328064,20,32.86634039878845,33.13128471374512,0.0,-0.0,0.0
0.0,1,0.0,0.0,-0.0,2.5608,0.870797,0.0,12.9461,66.17993712425232,20,32.752315521240234,33.031275033950806,0.0,-0.0,0.0
0.0,1,0.0,0.0,-0.0,2.5608,0.870797,0.0,12.9461,95.23003458976746,20,28.884739875793457,29.037952184677124,0.0,-0.0,0.0
0.0,1,0.0,0.0,-0.0,2.5608,0.870797,0.0,12.9461,127.17603397369385,20,31.789395570755005,31.938309907913208,0.0,-0.0,0.0
0.0,1,0.0,0.0,-0.0,2.5608,0.870797,0.0,12.9461,160.17900037765503,20,32.742085695266724,32.99303960800171,0.0,-0.0,0.0
0.0,1,0.0,0.0,-0.0,2.5608,0.870797,0.0,12.9461,192.92911100387573,20,32.488911628723145,32.7314670085907,0.0,-0.0,0.0
0.0,1,0.0,0.0,-0.0,2.5608,0.870797,0.0,12.9461,226.19009470939636,20,33.02897310256958,33.25174593925476,0.0,-0.0,0.0
