0Perplexity,1MinReturn,0AveragePolicyStd,0ProcessExecTime,0StdReturn,0EnvExecTime,2AveragePolicyStd,0PolicyExecTime,0ExplainedVariance,0MinReturn,2PolicyExecTime,2MinReturn,2StdReturn,1AverageReturn,1MaxReturn,1EnvExecTime,Time,0AverageReturn,ComputeUpdatedDistTime,LossAfter,MeanKLBefore,2EnvExecTime,ItrTime,1StdReturn,2Entropy,2MaxReturn,1Perplexity,dLoss,2ProcessExecTime,LossBefore,0NumTrajs,MeanKL,1Entropy,2Perplexity,1NumTrajs,0Entropy,1AveragePolicyStd,2NumTrajs,0MaxReturn,1ProcessExecTime,1PolicyExecTime,2AverageReturn,1ExplainedVariance,2ExplainedVariance
17.0795,0.0,1.0,0.8282687664031982,421.013244855,23.403085470199585,1.00427,20.61407232284546,0.0850743715769,0.0,30.945656776428223,0.0,631.340637057,223.5,2700.0,23.52893376350403,165.44939398765564,131.6875,0.44620823860168457,-0.00103566912003,0.0319993980229,23.729355812072754,165.44939708709717,563.547025544,2.84635,2700.0,17.026,3.0267983675e-09,0.7975153923034668,-0.00103566609323,1600,0.0319994054735,2.83474,17.2248,1600,2.83788,0.998439,1600,2600.0,0.8161804676055908,30.530651092529297,278.0,0.143828112166,0.221534954739
17.0795,0.0,1.0,0.832343339920044,437.183952809,23.404115915298462,1.00265,20.50161123275757,0.105189017356,0.0,30.91620945930481,0.0,601.95875261,222.0,2800.0,23.34738516807556,330.4473788738251,133.5625,0.10845232009887695,-0.00597501220182,1.81536400318,23.46090817451477,162.42439699172974,574.459311005,2.84266,2800.0,17.0459,-1.39698386192e-09,0.8043920993804932,-0.0059750135988,1600,1.81536376476,2.83591,17.1614,1600,2.83788,0.999035,1600,2700.0,0.7913064956665039,30.61085796356201,229.1875,0.135058072616,0.235818924746
17.0795,0.0,1.0,0.8689267635345459,439.437633338,23.74734377861023,0.998467,20.956420421600342,0.105670172499,0.0,30.674134969711304,0.0,606.935537017,193.1875,2700.0,23.4093234539032,496.22552132606506,131.4375,0.09219193458557129,-0.00357442465611,0.0128534417599,23.342275142669678,163.02392578125,533.183683025,2.83479,2800.0,17.0844,9.31322574615e-10,0.8005237579345703,-0.00357442372479,1600,0.0128534398973,2.83817,17.0269,1600,2.83788,1.00016,1600,2900.0,0.8015129566192627,30.706743955612183,247.9375,0.132922841289,0.178077592998
17.0795,0.0,1.0,0.8656783103942871,408.033086894,23.642982482910156,0.996809,20.754698276519775,0.0921676261992,0.0,30.93074083328247,0.0,590.387845906,224.625,2800.0,23.72278094291687,671.2603178024292,122.0,0.09287118911743164,-0.00306933862157,0.118546873331,23.562785625457764,171.99932432174683,571.122674541,2.83144,2800.0,17.006,9.31322574615e-10,0.8189096450805664,-0.00306933769025,1600,0.118546880782,2.83357,16.9699,1600,2.83788,0.997865,1600,2800.0,0.8161377906799316,39.22772932052612,234.4375,0.142778750414,0.144470038529
17.0795,0.0,1.0,0.856250524520874,416.775400396,23.595749139785767,0.994164,19.886235237121582,0.0983270958886,0.0,34.057987689971924,0.0,539.330820902,243.375,2700.0,22.89430832862854,840.8143665790558,127.125,0.114532470703125,-0.00390511075966,1.46331262589,26.590249061584473,166.64864039421082,596.358624801,2.82574,2700.0,17.1282,-2.32830643654e-10,0.908172607421875,-0.00390511099249,1600,1.46331250668,2.84072,16.8734,1600,2.83788,1.00143,1600,2500.0,0.7911877632141113,29.23348569869995,193.125,0.166131415083,0.145352247377
17.0795,0.0,1.0,1.1320147514343262,429.907216552,33.4493944644928,1.00289,27.906649589538574,0.108699102447,0.0,45.502439737319946,0.0,584.010163519,238.5,2800.0,36.449872732162476,1080.4388501644135,132.1875,0.09578871726989746,-0.00740942871198,0.0636864081025,35.4364128112793,237.1299946308136,598.492063439,2.8436,2800.0,17.0657,1.39698386192e-09,1.1631627082824707,-0.007409427315,1600,0.0636864304543,2.83707,17.1775,1600,2.83788,0.999619,1600,2500.0,1.1818737983703613,46.62151908874512,240.9375,0.151557091971,0.233078848083
17.0795,0.0,1.0,1.1536943912506104,451.952431125,33.45503377914429,1.0064,27.20922613143921,0.116172923046,0.0,40.499698877334595,0.0,642.790352681,241.5,2800.0,33.78559970855713,1305.1322057247162,142.0,0.09208846092224121,-0.00785557366908,0.0318170487881,31.602080821990967,221.95276713371277,603.336763342,2.85058,2700.0,17.1038,9.31322574615e-10,1.0446300506591797,-0.00785557273775,1600,0.0318170450628,2.8393,17.2977,1600,2.83788,1.00073,1600,2700.0,1.1128120422363281,43.7455780506134,269.25,0.163200114133,0.193284375828
17.0795,0.0,1.0,1.1424670219421387,445.887943988,33.03385066986084,1.00485,26.862380027770996,0.148834379339,0.0,50.46269178390503,0.0,545.842868873,203.8125,2700.0,29.32072401046753,1532.5790915489197,136.4375,0.1033639907836914,-0.00594127876684,0.0699135735631,35.57362151145935,225.10496282577515,550.25377313,2.84751,2700.0,17.0831,0.0,1.1823935508728027,-0.00594127876684,1600,0.0699135810137,2.83809,17.2447,1600,2.83788,1.00012,1600,2700.0,0.9993636608123779,38.18046951293945,204.25,0.128055347806,0.162307124444
17.0795,0.0,1.0,1.1748054027557373,399.169274087,34.08022332191467,1.00262,28.12064027786255,0.0840591494003,0.0,41.95857858657837,0.0,501.43300509,216.3125,2800.0,33.770771503448486,1760.982745885849,116.625,0.08967328071594238,-0.00459977425635,0.0571496672928,32.908153772354126,225.96179342269897,570.79125111,2.8431,2700.0,17.085,0.0,1.1054954528808594,-0.00459977425635,1600,0.057149682194,2.8382,17.1689,1600,2.83788,1.00018,1600,2300.0,1.1271133422851562,43.45827126502991,171.5625,0.14922825169,0.129356504819
17.0795,0.0,1.0,1.176041603088379,416.352446102,34.84104585647583,1.0009,28.575886249542236,0.0992197604678,0.0,43.63635325431824,0.0,674.553530006,249.1875,2900.0,36.417197704315186,2000.0862321853638,122.375,0.11806941032409668,-0.000900597777218,0.0671268180013,33.99408197402954,236.11103749275208,602.660219231,2.83959,2800.0,16.9856,9.31322574615e-10,1.129551649093628,-0.000900596845895,1600,0.0671268254519,2.83237,17.1087,1600,2.83788,0.997262,1600,2500.0,1.198868751525879,46.851518869400024,294.1875,0.158773368232,0.225462190429
