MaxKL,Perplexity,MaxReturn,ExplainedVariance,Entropy,AveragePolicyStd,LossAfter,MinReturn,NumTrajs,AverageReturn,Time,StdReturn,ItrTime,LossBefore,TotalExecTime,MeanKL
0.374005,17.1557,4000.0,0.248124625792,2.84233,1.00326,-0.0163107,0.0,20,315.0,10.947590351104736,982.484096563,10.947593927383423,0.00811944,10.866141080856323,0.0898235
0.0314824,17.2955,30800.0,0.753443724594,2.85045,1.00739,-0.00402596,0.0,20,8380.0,21.72260069847107,12071.2302604,10.771751403808594,0.00133053,10.707833051681519,0.00926511
0.0560309,17.307,34700.0,0.822169184584,2.85111,1.00782,-0.00348533,0.0,20,19790.0,32.51442837715149,11887.7205553,10.78757905960083,0.00328796,10.736529350280762,0.0194993
0.178784,17.3355,33900.0,0.772565209269,2.85276,1.00878,-0.02607,0.0,20,26405.0,43.43575668334961,8063.40343776,10.915154933929443,-0.00154907,10.865357160568237,0.104244
0.266928,17.3221,27200.0,0.657085699583,2.85198,1.00808,-0.013143,0.0,20,4885.0,54.408708572387695,8330.1425558,10.969283819198608,0.000639929,10.907834529876709,0.0645392
0.700661,17.3277,33900.0,0.761643181777,2.8523,1.00815,-0.0589686,19000.0,20,26560.0,65.07412791252136,3823.7939275,10.66180968284607,-0.00752915,10.620770692825317,0.306818
0.0435213,17.2625,32700.0,0.789625732881,2.84854,1.00623,0.00316174,0.0,20,14875.0,75.68418216705322,14132.6881732,10.603694200515747,0.00862063,10.5646231174469,0.0163957
