MeanKL,MaxKL,LossBefore,StdReturn,ExplainedVariance,Perplexity,TotalExecTime,MaxReturn,Entropy,AveragePolicyStd,Time,AverageReturn,LossAfter,NumTrajs,ItrTime,MinReturn
0.197773,1.52371,0.011115,541.387107346,0.623593360261,14.1457,9.304197311401367,2500.0,2.64941,0.917354,9.375422477722168,1230.0,-0.0299447,20,9.375427007675171,0.0
0.225242,0.44037,0.0100143,3548.02762109,0.464982032934,14.3039,9.138478755950928,19900.0,2.66053,0.921717,18.62086796760559,11550.0,-0.0561015,20,9.236656188964844,4500.0
0.0629465,0.409173,0.00667555,693.018758765,0.982055427297,14.3757,8.983861446380615,21600.0,2.66554,0.923497,27.63604712486267,20835.0,-0.0156174,20,9.010713815689087,19200.0
0.0336338,0.30742,0.00556068,4661.53140073,0.858652965201,14.4237,9.056037664413452,21900.0,2.66887,0.924759,36.742913246154785,20275.0,-0.0112694,20,9.099512577056885,0.0
0.0177532,0.271113,-0.0204997,582.151183113,0.982550691076,14.4639,9.099108219146729,21700.0,2.67165,0.926006,45.90676999092102,20990.0,-0.0317458,20,9.154173612594604,19500.0
0.0067435,0.081441,-0.0248201,377.359245282,0.990252287087,14.3164,8.969546556472778,22200.0,2.6614,0.921324,54.912275314331055,21360.0,-0.0303908,20,9.001345872879028,20900.0
0.0243662,0.41315,-0.0301283,6455.00580945,0.812362027942,14.1398,9.098685026168823,22000.0,2.64899,0.915788,64.09153723716736,19330.0,-0.0438548,20,9.17380976676941,0.0
