Entropy,Perplexity,ItrTime,Time,AveragePolicyStd,ExplainedVariance,LossBefore,TotalExecTime,StdReturn,MeanKL,MaxReturn,AverageReturn,MaxKL,NumTrajs,MinReturn,LossAfter
2.74043,15.4937,4.997947692871094,4.9979424476623535,0.95435,0.0497254858901,-0.000227053,4.925619840621948,108.972473589,0.122611,500.0,25.0,1.51785,20,0.0,-0.0365241
2.74021,15.4902,4.936884164810181,9.945916652679443,0.954646,0.217927671934,0.00105672,4.851434946060181,327.108544676,0.0105042,1000.0,200.0,0.100517,20,0.0,-0.0106682
2.74073,15.4984,5.110095024108887,15.05867338180542,0.954883,0.174924557514,0.0159328,5.075671195983887,875.942349701,0.0433233,3600.0,535.0,0.236213,20,0.0,-0.00459765
2.7487,15.6223,5.1080849170684814,20.174084901809692,0.958607,0.212229288671,-0.0279069,5.077013254165649,836.346220174,0.00873627,3700.0,745.0,0.052093,20,0.0,-0.0331201
2.73475,15.4058,5.087547779083252,25.271860361099243,0.951796,0.0626166537218,0.0113531,5.0366761684417725,816.624148553,0.0186343,2700.0,725.0,0.17056,20,0.0,0.00284052
2.74042,15.4935,5.007603883743286,30.28812837600708,0.95432,0.187103976936,0.0150852,4.975576162338257,1447.71371479,0.0462068,5500.0,2175.0,0.182543,20,300.0,-0.00118569
2.74797,15.6109,4.641709327697754,34.93622159957886,0.957895,0.423610647538,-0.00604748,4.6182451248168945,1976.48045778,0.0573014,9800.0,6345.0,0.224714,20,2400.0,-0.022018
