StdReturn,Perplexity,ItrTime,AveragePolicyStd,MaxReturn,TotalExecTime,MinReturn,MeanKL,ExplainedVariance,Time,Entropy,LossAfter,AverageReturn,MaxKL,NumTrajs,LossBefore
319.530906173,17.1021,17.207199335098267,1.00066,1200.0,16.901217937469482,0.0,81.1192,0.265084065534,17.207197666168213,2.8392,9.5477,130.0,9545.69,20,0.0111758
394.303182843,17.2943,16.224621057510376,1.00627,1800.0,15.971680402755737,0.0,3.97204,0.0990599598547,33.45353555679321,2.85038,-1.26913,105.0,316.982,20,0.0273136
174.570902501,17.5321,18.309831857681274,1.01317,800.0,18.13330578804016,0.0,0.0870952,0.066459401106,51.813255310058594,2.86403,0.00641222,45.0,4.00357,20,0.0133804
494.444132334,17.6498,18.33164143562317,1.01656,2000.0,18.107990741729736,0.0,0.102003,0.250409000916,70.17559862136841,2.87072,-0.0221631,195.0,11.1609,20,-0.00358344
622.314229309,17.6182,16.90632677078247,1.01566,2500.0,16.648284912109375,0.0,0.469832,0.139131824261,87.08627104759216,2.86893,-0.0622435,235.0,19.7614,20,-0.00512704
217.887585695,17.5731,16.87563991546631,1.01438,1000.0,16.642781019210815,0.0,0.480859,0.0495938894393,103.98287153244019,2.86637,-0.00712628,55.0,39.824,20,0.0124409
242.074368738,17.6827,17.500401258468628,1.01761,900.0,17.310880184173584,0.0,0.00481202,0.216532588046,121.5165331363678,2.87259,-0.00800628,80.0,1.26959,20,-0.00664984
