Entropy,TotalExecTime,AverageReturn,LossAfter,MaxReturn,MinReturn,Perplexity,LossBefore,MeanKL,MaxKL,ItrTime,ExplainedVariance,StdReturn,AveragePolicyStd,Time,NumTrajs
2.45436,8.605681896209717,0.0,-0.0,0.0,0.0,11.639,-0.0,0.0,0.0,8.682899236679077,1,0.0,0.827472,8.682894706726074,20
2.45436,8.10697603225708,0.0,-0.0,0.0,0.0,11.639,-0.0,0.0,0.0,8.156341552734375,1,0.0,0.827472,16.844059944152832,20
2.45436,8.47247838973999,0.0,-0.0,0.0,0.0,11.639,-0.0,0.0,0.0,8.513887405395508,1,0.0,0.827472,25.362093687057495,20
2.45436,8.610831499099731,0.0,-0.0,0.0,0.0,11.639,-0.0,0.0,0.0,8.644181489944458,1,0.0,0.827472,34.00870966911316,20
2.45436,8.25365686416626,0.0,-0.0,0.0,0.0,11.639,-0.0,0.0,0.0,8.302940607070923,1,0.0,0.827472,42.31518507003784,20
2.45436,8.50358533859253,0.0,-0.0,0.0,0.0,11.639,-0.0,0.0,0.0,8.538946151733398,1,0.0,0.827472,50.857869148254395,20
2.45436,8.575872659683228,0.0,-0.0,0.0,0.0,11.639,-0.0,0.0,0.0,8.617292642593384,1,0.0,0.827472,59.479650020599365,20
