LossAfter,TotalExecTime,MaxReturn,LossBefore,ItrTime,StdReturn,Perplexity,MinReturn,AverageReturn,AveragePolicyStd,Time,MaxKL,NumTrajs,MeanKL,ExplainedVariance,Entropy
-0.0235974,11.517077922821045,3800.0,0.0101604,11.59363842010498,684.105255059,14.777,1200.0,2000.0,0.930467,11.593630075454712,5.04205,20,0.27558,0.63708157497,2.69307
-0.0673574,10.587592601776123,22100.0,-0.0159558,10.689494371414185,2914.87135222,14.9279,12500.0,18495.0,0.93564,22.288790464401245,0.914423,20,0.146969,0.815303688979,2.70323
-0.00800183,11.278225183486938,22300.0,0.00497648,11.324182987213135,605.475020129,14.8093,20200.0,21620.0,0.931837,33.62164235115051,0.450918,20,0.0345508,0.988003248558,2.69526
-0.0212068,11.46062159538269,22600.0,-0.0120899,11.493671178817749,490.382503766,14.8462,20700.0,21855.0,0.932856,45.12734532356262,0.366675,20,0.0277322,0.988640342662,2.69774
-0.0268174,11.366066217422485,22500.0,-0.0121302,11.421319246292114,628.07244805,14.7567,20500.0,21645.0,0.930032,56.558172941207886,0.399994,20,0.0487614,0.986299503184,2.6917
-0.00665823,11.117761850357056,22400.0,0.00381169,11.155174732208252,464.112055435,14.6675,20500.0,21760.0,0.927363,67.74308204650879,0.327261,20,0.0197318,0.988198826459,2.68563
-0.00286736,11.959407567977905,22400.0,0.0049548,12.020276546478271,320.156211872,14.6955,21200.0,21950.0,0.928243,79.77152466773987,0.207822,20,0.0203272,0.992580326626,2.68754
