ExplainedVariance,LossAfter,Perplexity,AverageReturn,MeanKL,NumTrajs,AveragePolicyStd,Time,MaxKL,ItrTime,MinReturn,TotalExecTime,Entropy,LossBefore,StdReturn,MaxReturn
1,-0.0,17.2706,0.0,0.0,20,1.00568,17.39790153503418,0.0,17.39790630340576,0.0,17.104179859161377,2.849,-0.0,0.0,0.0
1,-0.0,17.2706,0.0,0.0,20,1.00568,34.41559720039368,0.0,16.996822834014893,0.0,16.697550535202026,2.849,-0.0,0.0,0.0
0.151731972001,-0.0197398,17.2706,35.0,0.232185,20,1.00568,51.17248249053955,24.729,16.745861530303955,0.0,16.461886405944824,2.849,-0.00387618,90.9670269933,300.0
0.111322460619,0.0519876,17.2371,40.0,0.0951788,20,1.00474,67.77136850357056,11.7773,16.568548917770386,0.0,16.403855562210083,2.84707,0.0233107,86.0232526704,300.0
1,-0.0,17.4392,0.0,0.0,20,1.01057,84.28559565544128,0.0,16.486586570739746,0.0,16.31946039199829,2.85872,-0.0,0.0,0.0
0.134599318478,-0.766186,17.4392,65.0,5.76234,20,1.01057,100.40402626991272,655.496,16.07362174987793,0.0,15.870524168014526,2.85872,-0.00404463,203.162496539,900.0
1,-0.0,17.404,0.0,0.0,20,1.0096,116.76259875297546,0.0,16.32904601097107,0.0,16.087305784225464,2.8567,-0.0,0.0,0.0
