LossAfter,ExplainedVariance,MeanKL,MaxKL,Entropy,LossBefore,TotalExecTime,NumTrajs,MaxReturn,Time,AveragePolicyStd,MinReturn,StdReturn,AverageReturn,ItrTime,Perplexity
-0.00794203,0.92706137305,0.0387635,0.681755,2.56857,0.00320529,12.364415168762207,20,1100.0,12.44775652885437,0.87453,800.0,79.2148975888,935.0,12.447763204574585,13.0471
-0.0250005,0.932543995603,0.0322329,0.205428,2.57178,-0.00652561,13.084540367126465,20,1100.0,25.61337375640869,0.875857,800.0,84.2614977318,970.0,13.159469842910767,13.089
-0.0063244,0.915733301782,0.0179549,0.0892779,2.56851,0.00203555,12.771703243255615,20,1200.0,38.42122268676758,0.874398,600.0,142.390308659,965.0,12.803085327148438,13.0464
-0.0246502,0.934367708251,0.00969255,0.0501793,2.56953,-0.0190486,12.59151577949524,20,1100.0,51.16026735305786,0.874781,800.0,80.4673846972,945.0,12.733949661254883,13.0597
0.000262093,0.855606112952,0.018396,0.314708,2.56001,0.0227263,12.304994106292725,20,1000.0,63.608216285705566,0.870518,300.0,226.881026091,855.0,12.432855606079102,12.9359
0.0127069,0.928596540343,0.00705348,0.039347,2.57137,0.0172912,12.539088487625122,20,1100.0,76.34465861320496,0.875484,800.0,80.4673846972,945.0,12.726172685623169,13.0837
-0.0322302,0.91807707333,0.0244632,0.17427,2.58001,-0.018816,13.470271587371826,20,1200.0,89.86679720878601,0.879346,600.0,128.062484749,940.0,13.517762184143066,13.1973
