Entropy,Time,TotalExecTime,MaxReturn,StdReturn,LossBefore,AveragePolicyStd,NumTrajs,LossAfter,MeanKL,MinReturn,ItrTime,ExplainedVariance,MaxKL,AverageReturn,Perplexity
2.74043,6.5762763023376465,6.514973878860474,0.0,0.0,-0.0,0.95435,20,-0.0,0.0,0.0,6.576280832290649,1,0.0,0.0,15.4937
2.74043,11.998860836029053,5.373206377029419,100.0,21.7944947177,-0.00475176,0.95435,20,-0.0301006,0.0651058,0.0,5.417609214782715,0.0593262184707,1.00078,5.0,15.4937
2.73806,17.583658456802368,5.553006172180176,0.0,0.0,-0.0,0.953129,20,-0.0,0.0,0.0,5.580180883407593,1,0.0,0.0,15.4569
2.73806,23.240341186523438,5.61738395690918,0.0,0.0,-0.0,0.953129,20,-0.0,0.0,0.0,5.6469714641571045,1,0.0,0.0,15.4569
2.73806,28.90876531600952,5.6307532787323,0.0,0.0,-0.0,0.953129,20,-0.0,0.0,0.0,5.656618356704712,1,0.0,0.0,15.4569
2.73806,34.59151840209961,5.64253306388855,0.0,0.0,-0.0,0.953129,20,-0.0,0.0,0.0,5.677844285964966,1,0.0,0.0,15.4569
2.73806,40.236743450164795,5.605403423309326,0.0,0.0,-0.0,0.953129,20,-0.0,0.0,0.0,5.635837078094482,1,0.0,0.0,15.4569
