MaxKL,LossBefore,ItrTime,Entropy,NumTrajs,MaxReturn,MinReturn,ExplainedVariance,Perplexity,AverageReturn,LossAfter,MeanKL,Time,StdReturn,TotalExecTime,AveragePolicyStd
5.5479,-0.00429431,19.532949686050415,2.5608,20,39600.0,20300.0,0.558087411042,12.9461,28540.0,-0.175329,1.70107,19.532942533493042,4707.16475174,19.43243908882141,0.870797
0.204717,-0.00561098,17.785019636154175,2.5565,20,500.0,0.0,0.0240879075579,12.8907,25.0,-0.0173323,0.0932136,37.32263946533203,108.972473589,17.649899005889893,0.869096
0.82976,0.0054752,17.484086751937866,2.5537,20,6000.0,0.0,0.122603088587,12.8546,3030.0,-0.0500922,0.37676,54.81027126312256,1973.09401702,17.44731831550598,0.867921
0.667301,-0.0271246,17.877792358398438,2.55644,20,52300.0,45800.0,0.937926790742,12.8898,49635.0,-0.0661701,0.192139,72.69297313690186,2046.03885594,17.795822143554688,0.869162
0.136025,-0.004711,17.622954845428467,2.54287,20,53100.0,50800.0,0.975657519348,12.7162,52250.0,-0.00899083,0.0102691,90.3256413936615,572.276157113,17.58293342590332,0.863238
0.145679,0.0135332,17.679665088653564,2.54052,20,52900.0,51000.0,0.979815203889,12.6862,52195.0,0.00714943,0.0281879,108.01410341262817,472.731424807,17.602882623672485,0.862249
0.116287,-0.0163729,17.440505743026733,2.54728,20,53100.0,49500.0,0.976447049524,12.7724,51800.0,-0.0246543,0.0336923,125.4727873802185,841.427358719,17.370094776153564,0.865175
