AverageReturn,MaxReturn,StdReturn,ExplainedVariance,Perplexity,ItrTime,LossBefore,AveragePolicyStd,TotalExecTime,LossAfter,NumTrajs,MinReturn,Entropy,Time,MaxKL,MeanKL
20.0,400.0,87.1779788708,0.0757486555143,14.5788,10.678649425506592,0.00729622,0.92455,10.59870457649231,-0.0195537,20,0.0,2.67957,10.678643941879272,4.05315,0.172719
8455.0,22200.0,6192.61455284,0.476399442449,14.6855,10.613558530807495,0.0102779,0.928189,10.53947639465332,-0.0477555,20,0.0,2.68686,21.29808473587036,0.847745,0.229087
38920.0,41000.0,1837.28059915,0.940634255024,14.7612,10.686517000198364,-0.0209161,0.930495,10.625170946121216,-0.0478235,20,33700.0,2.692,31.995381832122803,0.533117,0.13527
41015.0,42700.0,777.994215917,0.982064838002,14.6076,10.79011058807373,0.000427518,0.925564,10.741764545440674,-0.00817145,20,39300.0,2.68154,42.796788454055786,0.784611,0.0452258
41260.0,42700.0,765.767588763,0.981038640379,14.6107,10.787237405776978,-0.0275817,0.925823,10.730152130126953,-0.0381201,20,39900.0,2.68176,53.59701156616211,0.386957,0.0296044
40505.0,42600.0,1740.25141862,0.943069959291,14.4106,10.977629899978638,-0.00881755,0.919433,10.90468144416809,-0.0519752,20,34600.0,2.66797,64.57794761657715,1.60022,0.285573
40115.0,42000.0,1340.62485431,0.972904407488,14.3472,10.551304340362549,-0.0201304,0.91729,10.496968984603882,-0.0425671,20,36400.0,2.66356,75.14612317085266,0.620778,0.105134
