MeanKL,TotalExecTime,StdReturn,Perplexity,Entropy,ItrTime,LossAfter,Time,MaxReturn,AveragePolicyStd,ExplainedVariance,NumTrajs,MaxKL,MinReturn,AverageReturn,LossBefore
1.46774,7.334301948547363,503.388517946,16.3558,2.79458,7.430759429931641,-0.214845,7.430756568908691,2400.0,0.982009,0.388862144421,40,99.4303,0.0,1240.0,-0.0241655
0.219218,7.52971339225769,1198.91617722,15.9653,2.77042,7.6005754470825195,-0.0293505,15.036162376403809,4200.0,0.970854,0.377937597314,40,9.29144,0.0,490.0,0.0194844
0.173693,8.259321689605713,1480.70717902,16.1216,2.78016,8.368836641311646,-0.0304893,23.40935230255127,5300.0,0.974978,0.373114012738,40,5.62372,0.0,1147.5,0.00788023
0.144158,7.5256876945495605,1090.17200478,16.1852,2.7841,7.5567522048950195,-0.0556533,30.97164297103882,4700.0,0.97606,0.457665534132,40,10.3275,600.0,2655.0,-0.020751
0.132216,7.33742356300354,1166.4449194,16.0182,2.77372,7.472776174545288,-0.0258608,38.45569682121277,4800.0,0.970936,0.412666281869,40,2.5622,0.0,2112.5,0.00939673
0.056894,8.290916919708252,865.559789963,16.0936,2.77842,8.346453189849854,-0.0391198,46.80752468109131,4100.0,0.97337,0.508851922751,40,1.3243,600.0,2507.5,-0.0186732
0.06041,7.083878040313721,1066.34598044,15.9441,2.76909,7.144874572753906,-0.0452037,53.96395754814148,5100.0,0.968931,0.582754493586,40,7.13707,600.0,2987.5,-0.0212685
