NumTrajs,Perplexity,MinReturn,AveragePolicyStd,MaxKL,LossAfter,AverageReturn,LossBefore,ExplainedVariance,Entropy,Time,ItrTime,StdReturn,MaxReturn,MeanKL,TotalExecTime
20,17.1021,0.0,1.00066,165.342,-0.287238,65.0,0.0098639,0.0822339299134,2.8392,18.065598964691162,18.065606594085693,261.294852609,1200.0,1.56875,17.717563152313232
20,17.2716,0.0,1.00564,0.0,-0.0,0.0,-0.0,1,2.84906,34.73865723609924,16.65594744682312,0.0,0.0,0.0,16.42079257965088
20,17.2716,0.0,1.00564,310.411,0.386537,20.0,-0.00250199,0.189551176534,2.84906,51.12805676460266,16.386976718902588,87.1779788708,400.0,2.55047,16.18305778503418
20,17.25,0.0,1.005,0.0,-0.0,0.0,-0.0,1,2.84781,68.7468786239624,17.596318244934082,0.0,0.0,0.0,17.414746522903442
20,17.25,0.0,1.005,23988.7,48.9701,5.0,0.00532986,0.194437967276,2.84781,86.34723091125488,17.56970238685608,21.7944947177,100.0,248.344,17.441238403320312
20,17.2961,0.0,1.00634,328.836,0.302121,40.0,0.0104092,0.191198488976,2.85048,102.38593578338623,16.016421794891357,124.09673646,500.0,2.76854,15.900709390640259
20,17.3863,0.0,1.00894,0.0,-0.0,0.0,-0.0,1,2.85568,118.50463557243347,16.107770681381226,0.0,0.0,0.0,15.932478427886963
