NumTrajs,ItrTime,LossAfter,MinReturn,Perplexity,AverageReturn,MeanKL,Entropy,AveragePolicyStd,Time,TotalExecTime,MaxKL,ExplainedVariance,LossBefore,StdReturn,MaxReturn
40,6.2730371952056885,0.0145821,0.0,5.67789,37.5,0.104744,1.73658,0.58088,6.273032188415527,6.158917188644409,0.439462,0.0345343795438,0.0405331,69.5970545354,300.0
40,6.378434658050537,0.00770862,0.0,5.91276,377.5,0.0912396,1.77711,0.593358,12.656614065170288,6.327267169952393,0.309497,0.129827038194,0.0411125,301.237032916,1100.0
40,7.388120889663696,-0.0547583,100.0,6.03556,1255.0,0.185023,1.79767,0.599166,20.050665378570557,7.34574556350708,0.510435,0.224917517114,0.0095399,748.982643324,4100.0
40,6.1023383140563965,0.00497993,0.0,6.06442,2820.0,0.0721533,1.80244,0.601076,26.155776977539062,6.050307035446167,0.411855,0.478774659663,0.0321309,1978.66116351,5900.0
40,6.120770692825317,-0.0410031,700.0,6.16263,4242.5,0.0627922,1.8185,0.605623,32.28828978538513,6.038910150527954,0.235631,0.685491491615,-0.00210901,1069.08547366,6400.0
40,6.664047479629517,-0.0835112,3900.0,6.15614,5512.5,0.13534,1.81745,0.605108,38.978813886642456,6.566541433334351,0.293478,0.876320982505,-0.0385154,738.643181787,7400.0
40,5.9520673751831055,0.0020643,0.0,6.03872,5057.5,0.0351756,1.79819,0.599914,44.940077781677246,5.858565807342529,0.140352,0.614160258561,0.0144689,1996.35762077,8000.0
