MaxReturn,LossAfter,AverageReturn,StdReturn,TotalExecTime,ExplainedVariance,NumTrajs,MeanKL,Entropy,MinReturn,MaxKL,AveragePolicyStd,Time,LossBefore,ItrTime,Perplexity
1400.0,-0.0766221,985.0,417.462573173,4.62959098815918,0.777025017071,20,0.307779,2.74043,0.0,2.02907,0.95435,4.693860292434692,-0.0189685,4.6938629150390625,15.4937
1200.0,-0.022474,275.0,451.525193096,4.999379396438599,0.206883646226,20,0.0409762,2.72146,0.0,0.393421,0.945263,9.768482208251953,-0.00342926,5.0704498291015625,15.2026
1200.0,-0.0225645,590.0,534.696175412,4.9224467277526855,0.464096166152,20,0.051514,2.71975,0.0,0.547679,0.944661,14.760773420333862,0.000102095,4.9819135665893555,15.1765
1300.0,-0.00904758,1105.0,288.920404264,4.764263868331909,0.875069321124,20,0.0402553,2.7198,200.0,0.399487,0.944683,19.609477043151855,0.00827691,4.841996669769287,15.1773
1400.0,-0.0166637,955.0,398.089185987,4.7517735958099365,0.766901589631,20,0.0510553,2.72394,0.0,0.427309,0.946807,24.428018808364868,0.00263616,4.813579320907593,15.2402
1300.0,0.00980515,1155.0,139.55285737,4.6893792152404785,0.941282737745,20,0.0154005,2.72526,600.0,0.137952,0.947108,29.17531657218933,0.0179445,4.735337972640991,15.2603
1400.0,-0.0206261,1050.0,372.155881319,5.43401312828064,0.827920622619,20,0.0500061,2.73423,0.0,0.285544,0.951333,34.659868240356445,6.64145e-05,5.4788947105407715,15.3979
