AveragePolicyStd,AverageReturn,MeanKL,Entropy,StdReturn,LossBefore,NumTrajs,MaxKL,ItrTime,ExplainedVariance,LossAfter,MaxReturn,TotalExecTime,Time,Perplexity,MinReturn
1.00568,0.0,0.0,2.849,0.0,-0.0,20,0.0,14.947494506835938,1,-0.0,0.0,14.761047840118408,14.947487592697144,17.2706,0.0
1.00568,0.0,0.0,2.849,0.0,-0.0,20,0.0,16.652052879333496,1,-0.0,0.0,16.339478254318237,31.623305082321167,17.2706,0.0
1.00568,0.0,0.0,2.849,0.0,-0.0,20,0.0,17.109140634536743,1,-0.0,0.0,16.957788467407227,48.746665239334106,17.2706,0.0
1.00568,0.0,0.0,2.849,0.0,-0.0,20,0.0,18.20449948310852,1,-0.0,0.0,18.06931495666504,66.99165058135986,17.2706,0.0
1.00568,55.0,0.00609951,2.849,165.755844543,0.00977349,20,1.06555,17.641263008117676,0.217256240654,0.00721683,600.0,17.41855502128601,84.68465948104858,17.2706,0.0
1.00814,20.0,0.478559,2.85389,87.1779788708,0.00654396,20,67.6569,16.705923795700073,0.231396741551,-0.074751,400.0,16.64766573905945,101.44035530090332,17.3552,0.0
1.00975,0.0,0.0,2.85716,0.0,-0.0,20,0.0,16.840071201324463,1,-0.0,0.0,16.636046171188354,118.30121874809265,17.412,0.0
